latitude,longitude
40.38789,-3.65532
40.43724054386656,-3.640473109137271
40.39482,-3.69766
40.39767,-3.68046
40.4705303,-3.6866065
40.36959031130512,-3.7095459425802906
40.41140260572302,-3.73534712944936
40.38773,-3.72278
40.44038,-3.68078
40.47249,-3.5847
40.39559795575852,-3.626979900317534
40.47614,-3.57825
40.34159433505379,-3.684224491235713
40.45107,-3.65498
40.39714577607652,-3.7331260831382274
40.42775017515844,-3.664627749312733
40.44217,-3.65492
40.46297881086407,-3.6888319734979302
40.4047977,-3.6801776
40.46307640304482,-3.7129934232698623
40.3915545,-3.7424577
40.39561,-3.69815
40.473608675344366,-3.653262605800575
40.40666,-3.68835
40.41184733481645,-3.733479777522557
40.34085,-3.68764
40.38923054706892,-3.735440326483222
40.35204,-3.68395
40.43319,-3.65387
40.399654326199745,-3.6551300781016383
40.435000798695214,-3.645222146038872
40.39114830454236,-3.6792779793694663
40.46683,-3.70793
40.40599,-3.65547
40.43558810690869,-3.663335182794661
40.41616,-3.67854
40.41849,-3.67848
40.45678,-3.67929
40.43413,-3.71738
40.46923630000001,-3.686960999999999
40.40564,-3.65427
40.4671,-3.68906
40.4421,-3.66341
40.39523,-3.69971
40.4441,-3.67558
40.42353596441677,-3.6616695611931327
40.47433528177571,-3.6399655064590366
40.46722,-3.67806
40.3796812,-3.7076359
40.45325,-3.70409
40.38679814044075,-3.7283978217499896
40.43692449154043,-3.712479733132048
40.47137,-3.70278
40.43208,-3.70598
40.419,-3.67774
40.44195527578518,-3.7004438879159496
40.40250167935354,-3.719491415209824
40.43656,-3.7022
40.44877225052402,-3.7138058657108344
40.435471809118944,-3.693563602410593
40.39368062688908,-3.696026013053714
40.44501,-3.69469
40.39354,-3.69369
40.417697359716506,-3.676177815619315
40.40604680000001,-3.6767041
40.45035,-3.70466
40.4315808,-3.7196968
40.45293479821078,-3.704165376474815
40.4159034,-3.6955958
40.4165,-3.69664
40.432074167118294,-3.714221933628574
40.44501358358071,-3.6986904572990142
40.44571964791807,-3.7118044628756865
40.45339633666332,-3.6941723255545487
40.40932,-3.72144
40.43275,-3.71248
40.44937932595894,-3.7028477805041153
40.43417,-3.70982
40.43517,-3.7133
40.431324,-3.685626
40.4299,-3.69751
40.39062840667422,-3.7229403100664578
40.43034,-3.66764
40.42796,-3.72054
40.39572864693996,-3.669726168127601
40.4174363,-3.6723857
40.394486804451184,-3.668139402480021
40.39039860310552,-3.7007601192748942
40.3964557,-3.6981325
40.43783,-3.71738
40.45390066300864,-3.699822741442737
40.39783,-3.66337
40.40697,-3.73305
40.44134,-3.66405
40.4500735935025,-3.703324390453122
40.412334226424285,-3.72111700595015
40.4513,-3.67055
40.44647582965145,-3.699093756894431
40.43224,-3.70052
40.4325629,-3.7023297
40.44824089999999,-3.6713676
40.42054,-3.67564
40.441258390748885,-3.712089208639647
40.3961763,-3.7311115
40.4046557,-3.7209991
40.39861,-3.71992
40.472381,-3.6970563
40.39243,-3.74104
40.3959826,-3.7309529
40.38694576647275,-3.7224455777056256
40.43357,-3.65541
40.39248894797663,-3.724975939130079
40.38899,-3.74403
40.46688,-3.69078
40.44677432911104,-3.6720463571960646
40.41571579782781,-3.675547315943516
40.41954,-3.67494
40.45413,-3.67434
40.40562,-3.71964
40.41174966566492,-3.7274337438689944
40.43776,-3.706
40.4171976,-3.6985218
40.43412,-3.67125
40.3913624,-3.6938826
40.43670529109153,-3.6741644142668655
40.46443957168814,-3.696296154777506
40.43378,-3.70631
40.39376,-3.69832
40.45349616867678,-3.705593087690392
40.41178,-3.7271
40.45127,-3.70195
40.44679,-3.70782
40.39535210941472,-3.698814439710741
40.4685,-3.70354
40.44234,-3.69849
40.40526,-3.69117
40.40171843472787,-3.675463534891606
40.440937,-3.698381
40.43958,-3.70157
40.46007324473173,-3.693963481553857
40.43369879999999,-3.6722668
40.44874558951376,-3.709096786700496
40.416852116618664,-3.702732272159936
40.42117,-3.71103
40.41577,-3.70127
40.40855020049511,-3.698948740087793
40.4249563,-3.702801099999999
40.40941,-3.7025
40.41976,-3.70146
40.41144,-3.70085
40.40672,-3.70226
40.4294134,-3.6965613
40.43039,-3.69545
40.41937,-3.70017
40.410846901722955,-3.6987452715570273
40.4124577,-3.700165
40.4277,-3.6759
40.41898,-3.70101
40.3977940648304,-3.7079779524709098
40.42236158058344,-3.6764570060659754
40.435450391413234,-3.705371483371641
40.42426,-3.69962
40.43007925838404,-3.6898127822032216
40.40903439290175,-3.698912265662704
40.43619,-3.70205
40.42038,-3.69874
40.41686918697658,-3.69889523719227
40.42597,-3.69712
40.42135836322793,-3.700041205316345
40.41306,-3.69779
40.42074798115728,-3.698403669511876
40.46231035667627,-3.70008733082928
40.39128,-3.71187
40.39302178988984,-3.711771480950934
40.425499863819915,-3.695679010058064
40.423928560740436,-3.6845138258114214
40.45956,-3.69799
40.3874694,-3.7137286
40.415238913160856,-3.702374404609092
40.42288,-3.67447
40.418844,-3.699548
40.45648360757226,-3.7013688565931697
40.408420613135384,-3.712780298974847
40.42647204553901,-3.6718766785464574
40.42854309082031,-3.694377899169922
40.4242285942184,-3.6912585339981137
40.39307,-3.71227
40.408,-3.66793
40.44786629127415,-3.710082648644804
40.43102,-3.67222
40.44026190092896,-3.694172624007432
40.45005495034527,-3.703726788281736
40.40625,-3.69846
40.428985667,-3.672384403
40.42209922768695,-3.680975618645903
40.45435840217602,-3.708213945486605
40.40840021281202,-3.701487158980004
40.44250951413921,-3.670913465582647
40.4639009697778,-3.694681838144678
40.422851,-3.6900105
40.46053,-3.694758
40.4046025,-3.6946158
40.41615,-3.70012
40.42091,-3.67831
40.4339652,-3.699511
40.4019156,-3.6925608
40.42171792699706,-3.6899139359593383
40.40143,-3.67743
40.3911811,-3.6670178
40.44933,-3.67201
40.44419342795959,-3.670094758272171
40.39464,-3.73128
40.4648241,-3.7032898
40.39546,-3.69655
40.4339061,-3.6467711
40.47304,-3.692
40.4227517,-3.7019929
40.39196,-3.66888
40.41277,-3.70732
40.4229,-3.70063
40.4218005314899,-3.7004057105396337
40.42085,-3.70012
40.4220275,-3.7088292
40.40523,-3.67735
40.42226,-3.69959
40.406717406576234,-3.700643442571163
40.41291,-3.70606
40.42155,-3.71014
40.42795110892066,-3.701778588360589
40.43039112277573,-3.706948855656005
40.41956547900702,-3.697469301049801
40.41805,-3.70876
40.42570896896741,-3.701254143862365
40.47742,-3.70314
40.39293,-3.71012
40.431535614500824,-3.708407842443884
40.41342,-3.7051
40.41195,-3.7068
40.4114,-3.69809
40.40814,-3.70124
40.41623,-3.70218
40.44544,-3.5861
40.41254,-3.7054
40.47895,-3.71265
40.41627,-3.70872
40.41248,-3.70735
40.41253,-3.70695
40.42082,-3.70148
40.41519794078478,-3.712637023601492
40.44017,-3.67927
40.4610666,-3.6958241
40.42715,-3.70279
40.42164,-3.66668
40.42948,-3.6903
40.42969,-3.71897
40.41352,-3.71457
40.42379238961095,-3.698718173746591
40.39521,-3.71024
40.39451502559495,-3.716119731231256
40.424066911657775,-3.699683578890066
40.44216540163482,-3.6941252969140344
40.41269,-3.71508
40.41803,-3.70021
40.42208,-3.68054
40.40878443695107,-3.710593810869357
40.43029,-3.69583
40.45905,-3.69578
40.42597,-3.69743
40.41747812982438,-3.7027474861495135
40.4346545,-3.7046841
40.41485,-3.6968
40.41727,-3.70235
40.42527,-3.70279
40.434050291699705,-3.715868751783864
40.40534,-3.71337
40.46011683768767,-3.703388426854157
40.39198677116321,-3.709741174043213
40.41091300360955,-3.707521452629957
40.41314327922676,-3.696595193181493
40.40971116099407,-3.7006098570034736
40.42119205559661,-3.7034870112621463
40.42833308970646,-3.7082472516003953
40.4105,-3.70084
40.42674,-3.70418
40.42284,-3.69878
40.48411,-3.66488
40.41737973072681,-3.7011183811922206
40.41174,-3.6994
40.41678,-3.69934
40.42577,-3.71495
40.42712,-3.71248
40.38522,-3.63819
40.425498829756975,-3.701091145816495
40.4151788321988,-3.707110533868403
40.41628,-3.70083
40.40817,-3.70165
40.43137447563875,-3.6913740062639886
40.43372,-3.7137
40.411975786098616,-3.705640951082672
40.40838,-3.70964
40.41887,-3.70896
40.42477,-3.70108
40.4209212,-3.7156865
40.43559,-3.67578
40.40248,-3.59296
40.41352,-3.69935
40.40975327873878,-3.6998051804434056
40.42089,-3.69848
40.40801362075399,-3.706849204456942
40.40856,-3.69979
40.41874,-3.70627
40.4243695,-3.7026741
40.42165,-3.707
40.42181,-3.69783
40.41,-3.70677
40.42358,-3.69863
40.414879,-3.698328
40.39957,-3.66553
40.42359994877954,-3.699596994471865
40.41726430706087,-3.700634411038493
40.40677609999999,-3.700786399999999
40.41634,-3.70824
40.41955,-3.70319
40.42404,-3.69724
40.4118,-3.70477
40.41526,-3.70413
40.4058,-3.6743
40.41238,-3.69925
40.419106,-3.708648
40.43078,-3.62508
40.37859,-3.69957
40.41623,-3.70619
40.43109,-3.66484
40.41209,-3.69957
40.43382,-3.70519
40.42195,-3.70585
40.43731,-3.71395
40.42736,-3.72925
40.40642,-3.69343
40.42538,-3.70831
40.40304,-3.70151
40.41562,-3.69867
40.42461,-3.70236
40.46202,-3.70522
40.45772,-3.69789
40.41972711063927,-3.710289337077681
40.42627,-3.70696
40.41314,-3.7148
40.41331,-3.70552
40.43508,-3.70053
40.38484,-3.69693
40.41093,-3.69556
40.41714591540882,-3.708956847529758
40.39684,-3.73547
40.40401,-3.70597
40.40987,-3.70528
40.42096,-3.70412
40.44365,-3.67096
40.4217761379156,-3.708557125965713
40.42123935153472,-3.7026854153442335
40.45698,-3.6909
40.45178,-3.70671
40.37374,-3.60585
40.39385,-3.65219
40.40974,-3.70708
40.36827,-3.62205
40.446,-3.56585
40.45089,-3.65938
40.42376,-3.70112
40.45047,-3.70845
40.4110320175461,-3.6971677762650224
40.46663,-3.68531
40.41291709898821,-3.7060138332470984
40.41158062963052,-3.706823174899368
40.4190375407973,-3.711268932900765
40.42091,-3.70128
40.41027,-3.70591
40.41798,-3.70904
40.41165,-3.71513
40.39418,-3.69561
40.42178032975251,-3.704318848360523
40.40765,-3.70174
40.41596,-3.70431
40.39919,-3.69313
40.40891,-3.69803
40.4131,-3.73203
40.40846,-3.7158
40.39358,-3.73905
40.40828,-3.70031
40.48669,-3.69252
40.39649,-3.66582
40.41969,-3.70647
40.41019,-3.70825
40.42248,-3.7014
40.41431,-3.70155
40.46089,-3.65824
40.40396,-3.6693
40.41134,-3.71227
40.41213,-3.65095
40.4212785,-3.7011001
40.42507,-3.71229
40.41307,-3.69897
40.41316,-3.70904
40.43017,-3.7005
40.40864,-3.73098
40.41796756071864,-3.7066482771418903
40.4447,-3.5833
40.41741,-3.70844
40.42697,-3.62934
40.46537,-3.70181
40.43163,-3.6415
40.4108,-3.73155
40.4141315,-3.7048391
40.41685,-3.70882
40.41091,-3.7017
40.37438,-3.7521
40.40416,-3.74146
40.42188,-3.69672
40.38667,-3.74043
40.40922,-3.69625
40.42473,-3.71008
40.3808,-3.76825
40.41981,-3.7054
40.38886,-3.75196
40.40676,-3.70325
40.4111,-3.69861
40.40898,-3.70803
40.41682,-3.70469
40.41549,-3.70443
40.448387,-3.685085
40.4152865,-3.7123158
40.42474,-3.7033
40.41365,-3.70317
40.41618,-3.71044
40.42351,-3.71305
40.413435,-3.7103846
40.41305,-3.66925
40.41132,-3.70484
40.42689,-3.66998
40.45485,-3.6956
40.41095,-3.71183
40.46135,-3.71047
40.42916,-3.66085
40.42119,-3.70791
40.41339,-3.72531
40.41622,-3.70966
40.42316,-3.70093
40.41575,-3.70487
40.4145,-3.70172
40.41117,-3.71288
40.41441,-3.70293
40.41252556351403,-3.70303157619506
40.40938,-3.70845
40.46221,-3.69673
40.416531,-3.701728
40.41663,-3.70405
40.41574,-3.70419
40.40879168151736,-3.7094972570692497
40.42602214613584,-3.708808099448421
40.41836,-3.70534
40.44857,-3.6136
40.40359,-3.69073
40.41879,-3.70868
40.41298,-3.712
40.41844,-3.70336
40.41878097502879,-3.7092764709866386
40.40687,-3.70917
40.42212,-3.7013
40.41357,-3.70519
40.42708,-3.70625
40.4186044,-3.707305
40.44776,-3.67307
40.42226,-3.70707
40.40249,-3.56049
40.424668738720655,-3.7065503373742104
40.42348,-3.69798
40.42483,-3.70189
40.41421,-3.70231
40.41204,-3.70026
40.42341,-3.69743
40.409294,-3.65802
40.43539,-3.68387
40.395029072174296,-3.708933497396104
40.46075,-3.70033
40.40651170151708,-3.7117639173336383
40.4645326,-3.7034407
40.40318137280059,-3.699074169297304
40.42377,-3.70241
40.41038349999999,-3.699749
40.40277,-3.65907
40.42532,-3.71353
40.41287,-3.71935
40.40879,-3.67885
40.40084,-3.70261
40.40559,-3.71831
40.3831,-3.73149
40.39175,-3.74076
40.44017,-3.65002
40.42939,-3.61535
40.42967,-3.65054
40.42649,-3.7074
40.38792,-3.66892
40.41313,-3.72816
40.41265,-3.7059
40.43146,-3.64276
40.38994856021906,-3.7399011460116385
40.40659,-3.71241
40.47639,-3.64874
40.43441,-3.60877
40.4510798798973,-3.694286839137768
40.42810956377141,-3.686579924774077
40.43984,-3.70985
