id,neighbourhood_group_cleansed,name,host_id,host_name,host_is_superhost,calculated_host_listings_count,latitude,longitude,kitchen,patio or balcony,elevator,air conditioning,number_of_reviews,review_scores_rating,room_type_encoded,bedrooms_encoded,price,price_category,distance_from_city_center,distance_category
20614422,Ciutat Vella,BCNGOTIC 32,6797428,Bellart,t,15,41.38358,2.18016,1,0,1,0,13,5.0,2,1,75.0,Low-Cost,1.0538155026503508,1-2 km
21002036,Gràcia,Soak up the Sun with Unbeatable Views of the Sagrada Familia,2202284,Johanna,f,20,41.40405,2.17092,1,1,1,1,273,4.74,2,1,316.0,Luxury,1.861482099630548,1-2 km
20618555,Eixample,Queen-size bedroom in a well located apartment,116882204,Jose,f,1,41.40002,2.18263,1,0,1,0,0,0.0,1,0,239.0,Luxury,1.8272599747025637,1-2 km
20618773,Eixample,Bienvenid@s,113423859,James,f,1,41.38367,2.15517,1,0,0,0,53,4.85,1,0,239.0,Luxury,1.1947292439423383,1-2 km
21006757,Sants-Montjuïc,Studio with Terrace next to Rambla and Monjuic,1411775,Jeremies,f,3,41.37128,2.1705,1,1,0,1,82,4.51,2,0,144.0,Economic,1.7994586644925354,1-2 km
21021261,Eixample,Cozy single room at Sagrada Familia,135510466,Josef,f,1,41.40715,2.17631,1,0,1,0,0,0.0,1,0,239.0,Luxury,2.2883270617278364,2-3 km
20619044,Eixample,Luminous room in Eixample - Barcelona,9057850,OMar,f,3,41.38355,2.15783,0,0,0,0,8,4.63,1,0,239.0,Luxury,0.9952846939056859,<1 km
21031764,Eixample,Room in Sant Antoni; 2 cats,12184091,Laura,f,1,41.37844,2.15823,1,0,1,0,20,4.7,1,0,239.0,Luxury,1.3195274119894895,1-2 km
20626518,Eixample,Beautiful & Central flat near Sagrada Familia,36233647,Melissa,t,4,41.3992,2.16947,1,0,1,1,295,4.88,2,1,231.0,Luxury,1.3141056238522189,1-2 km
21036809,Sant Andreu,Llinars Cozy Flat gay friendly,151317203,Jean David,f,1,41.4341,2.20794,1,0,0,1,0,0.0,1,0,94.0,Low-Cost,6.142354427216294,5-8 km
21048957,Sant Martí,Comfortable and bright double room in Barcelona,147874967,Mila,f,3,41.41376,2.21749,1,0,1,0,20,4.65,1,0,193.0,Economic,5.021936751475223,5-8 km
20629159,Gràcia,Habitación doble cerca de la Sagrada Familia,11327963,Sandra,f,1,41.40479,2.16954,0,0,1,0,32,4.47,1,0,194.0,Economic,1.9352688186982003,1-2 km
20629249,Gràcia,Private; Cool & Cozy relaxing single room,363382,German,f,1,41.41569,2.14856,1,1,1,1,24,4.96,1,0,194.0,Economic,3.562198770841203,3-5 km
21049329,Sant Andreu,Sant antonio,144279088,Tony,f,1,41.4177,2.18264,1,0,0,0,5,4.0,1,0,94.0,Low-Cost,3.5669055653960373,3-5 km
20629832,Eixample,Cozy & Quiet room in the Barcelona center,84628557,Víctor,f,2,41.39489,2.1706,0,0,1,0,11,4.91,1,1,55.0,Low-Cost,0.8493966377456849,<1 km
21050009,Ciutat Vella,Twin ensuite,9456665,Hip Karma,f,7,41.39003,2.17749,1,0,1,1,3,4.33,1,0,153.0,Economic,0.7972068857636267,<1 km
21050572,Ciutat Vella,Double room with balcony in Barcelona centre,17614626,Eller,f,1,41.38337,2.17508,1,0,1,0,0,0.0,1,0,167.0,Economic,0.7021862540687112,<1 km
20633681,Eixample,Habitación doble en Sagrada Familia.,23913909,Florencia,f,1,41.40765,2.17835,1,0,1,0,0,0.0,1,1,239.0,Luxury,2.394063355081244,2-3 km
20635071,Gràcia,Charming apartment in Vallcarca (Gràcia),130158127,Lewis,f,1,41.41351,2.14216,1,0,1,1,2,5.0,2,1,194.0,Economic,3.6458914721690046,3-5 km
21053811,Sant Martí,Habitación céntrica.,144254973,Valeria,f,2,41.39193,2.18568,0,0,1,0,94,4.63,1,0,40.0,Low-Cost,1.5112605980681098,1-2 km
21064083,Eixample,Chic apartment; 3 bedrooms near beach&city center!,971768,Akira Flats,t,10,41.39505,2.17308,1,1,1,1,154,4.72,2,1,250.0,Luxury,0.929116579021234,<1 km
21073225,Ciutat Vella,Amazing 2 br apartment near Pl. Catalunya,94794444,Laura,f,1,41.38546,2.16593,1,1,1,1,187,4.66,2,1,343.0,Luxury,0.3100817439286747,<1 km
20647444,Eixample,ABSOLUTE SAGRADA FAMILIA 3 // Superior //,147646238,Arturo,t,9,41.40470886230469,2.1760311126708984,1,1,0,0,305,4.88,2,1,315.0,Luxury,2.022011009606277,2-3 km
21095683,Horta-Guinardó,Double room near by park guell sagrada familia,147674420,Zahra,f,1,41.42242,2.15747,1,0,1,1,0,0.0,1,0,120.0,Economic,4.003158291312029,3-5 km
21101179,Ciutat Vella,Lovely Bedroom in the Born district,152147463,Tom,f,1,41.3904,2.17899,1,0,0,0,0,0.0,1,0,167.0,Economic,0.9287392154678366,<1 km
20649362,Eixample,COZY PENTHOUSE APARTMENT WITH PRIVATE TERRACE,139063900,Deco Apartments Barcelona,t,36,41.393112,2.152677,1,1,1,0,137,4.72,2,1,255.0,Luxury,1.4723539386347113,1-2 km
20669488,Sant Martí,Cozy double room in Barcelona close to beach,147874967,Mila,f,3,41.41308,2.21604,1,0,1,0,53,4.58,1,0,193.0,Economic,4.879626050912278,3-5 km
20684126,Eixample,big room + AMAZING lighting,112734149,May,f,1,41.39934,2.16556,1,0,1,0,0,0.0,1,0,239.0,Luxury,1.3516684441261597,1-2 km
21108967,Ciutat Vella,Double room in a sunny apartment with balcony,91888632,Martin,f,1,41.37985073144437,2.1874019783058407,1,1,1,0,76,4.64,1,0,113.0,Economic,1.7791272695649467,1-2 km
21124661,Eixample,Design apartment with terrace in the centre,5380562,Flor Y Diego,f,1,41.38873,2.1606,1,1,1,1,5,5.0,2,1,130.0,Economic,0.6835801560590234,<1 km
20687928,Eixample,Double Room in center of Barcelona,103462966,Carlota,f,1,41.40237,2.18302,0,0,1,1,223,4.38,1,0,69.0,Low-Cost,2.053701917990043,2-3 km
21130203,Eixample,Sweet Inn | Contemporary 2BR in Eixample,32037490,SweetInn,f,195,41.38112,2.1532,1,0,1,1,159,4.43,2,1,343.0,Luxury,1.4623086199653832,1-2 km
21130291,Eixample,Habitación con terraza y mucha luz en el centro.,152426004,Lola,f,1,41.38414,2.15111,1,0,1,1,0,0.0,1,0,239.0,Luxury,1.503488415237189,1-2 km
21133289,Sant Martí,Small but cozy room for short stays in Barcelona,147874967,Mila,f,3,41.415,2.21677,1,0,1,0,33,4.61,1,0,193.0,Economic,5.055756522032172,5-8 km
20692509,Eixample,Design apartment in the city center,11138605,Bruno,t,3,41.38864,2.15892,1,1,1,1,393,4.85,2,1,307.0,Luxury,0.819230081148649,<1 km
21138660,Sant Martí,Confortable double / twin room in quiet apartment,121909220,Santiago,f,1,41.41697,2.19508,0,0,1,0,0,0.0,1,0,193.0,Economic,3.9609355517425033,3-5 km
21147407,Sant Martí,AB Olympic Village III Penthouse,4459553,AB Apartment Barcelona,f,184,41.3903,2.19998,1,1,1,1,72,4.07,2,1,245.0,Luxury,2.63759522247674,2-3 km
20704768,Sant Martí,Cosy room in relaxed Poblenou neighborhood,36981460,Mariano,f,1,41.40249,2.20754,1,0,0,0,0,0.0,1,1,193.0,Economic,3.655972618485255,3-5 km
21163898,Sant Martí,BEAUTIFUL ROOM FOR REST IN THE SEA FOR 1 PERSON.,152511452,Val,f,4,41.41265,2.21619,1,0,1,0,23,4.3,1,1,193.0,Economic,4.862020679991511,3-5 km
21166272,Sant Martí,WONDERFUL ROOM FOR 2 PERSON.,152511452,Val,f,4,41.4134,2.21308,1,0,0,0,15,4.73,1,1,193.0,Economic,4.703434272914268,3-5 km
20744189,Sants-Montjuïc,Modern apartment /w Swimming pool Sants station,119450548,Dylan,f,1,41.3831,2.14121,1,0,1,1,0,0.0,1,0,189.0,Economic,2.3345662897743193,2-3 km
21177159,Ciutat Vella,A quiet modern apartment in the heart of Barcelona,129024699,Martin,f,1,41.38874,2.17645,1,0,0,1,13,5.0,1,0,167.0,Economic,0.6716141624013043,<1 km
21179831,Sarrià-Sant Gervasi,Habitación con cama doble cerca a Gracia,17329164,Natalia,f,1,41.39772,2.14715,1,0,1,0,14,4.5,1,0,164.0,Economic,2.125673562454685,2-3 km
20754781,Sants-Montjuïc,Double room in cosy appartment in Poble Sec,134242556,Julie,f,1,41.37096,2.16144,0,0,0,0,38,4.39,1,1,189.0,Economic,1.9231821461670826,1-2 km
20776827,Eixample,AB Enric Granados Apartment,4459553,AB Apartment Barcelona,f,184,41.39415,2.15212,1,1,1,1,131,4.46,2,1,286.0,Luxury,1.5663128002683222,1-2 km
21195034,Gràcia,Ampersand - Bright 2-Bedroom Apartment,100152046,Oasis,f,9,41.402798,2.164461,1,1,1,1,38,4.82,2,1,265.0,Luxury,1.7466421777677543,1-2 km
20778861,Sarrià-Sant Gervasi,Casa Tibidabo with Terrace + Wifi,148901183,José Luis,t,4,41.4107,2.13972,1,1,1,1,122,4.79,2,1,164.0,Economic,3.537673645308809,3-5 km
21195428,Sant Andreu,Habitación lila,38517627,Jaqui,f,1,41.41699,2.18773,1,0,1,0,1,5.0,1,0,94.0,Low-Cost,3.6567173201951095,3-5 km
20779002,Sants-Montjuïc,La Otra Casita - Sunny penthouse in Barcelona,2264355,Ni,f,1,41.37231,2.12696,1,0,1,1,12,5.0,2,0,189.0,Economic,3.8581829979722375,3-5 km
21198930,Eixample,Nice Bedroom in the Sagrada Familia Neighborhood,15082645,José,f,2,41.40674,2.17658,0,0,1,1,71,4.77,1,1,24.0,Low-Cost,2.251167763061441,2-3 km
21201719,Eixample,Private room near Sagrada Familia. CenterCity10min,814918,Tito,f,1,41.40986,2.17368,1,0,1,1,7,5.0,1,0,239.0,Luxury,2.5331283300294545,2-3 km
21202872,Ciutat Vella,Boqueria Market Private spacious room,44583806,Gianluca,t,2,41.38226,2.17219,1,1,0,0,186,4.69,1,0,167.0,Economic,0.6452630088750446,<1 km
20782414,Sant Martí,El barco del amor,147782224,Capitan Amor,f,1,41.38747,2.19846,1,0,0,1,0,0.0,1,1,193.0,Economic,2.4910727801376837,2-3 km
20786124,Eixample,Piso,44771865,Gonzalo J.,f,1,41.39432,2.15478,1,0,1,0,1,5.0,1,0,239.0,Luxury,1.3860690632515285,1-2 km
20793112,Sarrià-Sant Gervasi,Casa Tamarita near Park Güell,148901183,José Luis,t,4,41.4107,2.13972,1,1,1,1,173,4.81,2,1,149.0,Economic,3.537673645308809,3-5 km
21214815,Sants-Montjuïc,Exquisite & Romantic Apartment with a Top Terrace,26781307,Ariel,t,7,41.38099,2.1354,1,1,1,1,50,4.96,2,0,175.0,Economic,2.8600739863716744,2-3 km
21220019,Eixample,A Bright room next to La Sagrada Familia,153328265,Mohamed,f,4,41.40611,2.17895,1,0,1,0,11,4.18,1,1,239.0,Luxury,2.252471026056929,2-3 km
20796632,Eixample,Double room with private bathroom Plaza Espanya,52101192,Monica,f,2,41.37561,2.15155,1,0,1,1,72,4.69,1,0,239.0,Luxury,1.9344906569950628,1-2 km
21223971,Ciutat Vella,Twin Private External Bathroom,9456665,Hip Karma,f,7,41.3899,2.17757,1,0,0,0,84,4.79,1,0,147.0,Economic,0.7982717405094379,<1 km
20799152,Eixample,Comfortable Room Close to the Center and the Beach,149111665,Giovanni,f,1,41.39598,2.18608,1,0,1,0,1,5.0,1,0,239.0,Luxury,1.7425468106122066,1-2 km
21224320,Eixample,Triple Ensuite,9456665,Hip Karma,f,7,41.38983,2.17586,0,0,0,1,0,0.0,1,1,201.0,Luxury,0.6631926570916065,<1 km
20800346,Ciutat Vella,Barrio Chino,40364868,Alexandra,t,1,41.38244,2.16821,1,1,0,1,124,4.94,1,1,119.0,Economic,0.5524857460008403,<1 km
21228141,Gràcia,Single room; private bath + terrace in attic duplx,153399225,Oriol,t,1,41.40992,2.16156,1,1,1,1,82,4.98,1,0,44.0,Low-Cost,2.5720379397333564,2-3 km
20807818,Eixample,Hab.doble en precioso apartamento en Pl Catalunya,149205577,Jordi,f,2,41.38605,2.16725,1,0,1,1,12,4.25,1,0,239.0,Luxury,0.1876652436739022,<1 km
21237696,Eixample,Triple External Private Bathroom,9456665,Hip Karma,f,7,41.39022,2.17756,1,0,1,1,54,4.65,1,1,194.0,Economic,0.8105776969283027,<1 km
21238607,Eixample,Bedroom Sagrada Familia,153328265,Mohamed,f,4,41.4039,2.17661,1,0,1,0,6,4.83,1,0,239.0,Luxury,1.952589175250121,1-2 km
20812821,Sants-Montjuïc,CENTRIC & TERRACE & NEW apartment in Barcelona,24617404,Enrique,t,1,41.37139,2.14218,1,1,1,1,500,4.82,2,0,171.0,Economic,2.833441464076198,2-3 km
20816164,Sants-Montjuïc,Habitación para el descanso y la comodidad,146282111,Ramiro- Alejandra-Hilda,f,3,41.37439,2.16141,0,0,0,1,136,4.66,2,0,62.0,Low-Cost,1.566092299484741,1-2 km
21240447,Eixample,Cosy flat with terrace located in charming Gracia,6729065,Camille,t,1,41.39825,2.16225,1,1,0,0,260,4.85,2,0,194.0,Economic,1.317627666676144,1-2 km
20825838,Horta-Guinardó,The freedom of the mountain Double •Room & Terrace,141746207,Nella,f,1,41.42496,2.15323,1,1,0,0,10,4.4,1,0,41.0,Low-Cost,4.368773415818136,3-5 km
21240794,Sant Martí,Experience the local vibe in Barcelona!,153098308,Ghizlane,f,1,41.41404,2.18182,1,0,0,0,0,0.0,1,0,193.0,Economic,3.1608001567764186,3-5 km
20840058,Eixample,Double room in Plaza Espanya,52101192,Monica,f,2,41.37623,2.15112,1,0,1,1,67,4.63,1,0,239.0,Luxury,1.9156149900227737,1-2 km
21257656,Gràcia,Flat with a spectacular view!,7184864,Nave,f,1,41.40505,2.16304,1,0,1,1,0,0.0,1,0,194.0,Economic,2.0166436817322038,2-3 km
20844419,Eixample,Can Santi,72653077,Santii,f,1,41.40825,2.17839,1,0,1,0,0,0.0,1,0,239.0,Luxury,2.4580226018978926,2-3 km
20844568,Eixample,Habitación relajante  en centro de Barcelona,37459199,Isabel,f,4,41.39757,2.17439,1,1,1,0,37,4.62,1,1,30.0,Low-Cost,1.2296779131905424,1-2 km
20846051,Sant Andreu,Greatplace!,63947879,Alvaro,f,2,41.44364,2.18807,1,0,1,1,0,0.0,1,0,94.0,Low-Cost,6.460924574067193,5-8 km
20847687,Eixample,Placa Catalunya gran duplex,5264883,Unique,f,31,41.38837,2.17068,1,0,1,1,45,4.53,2,1,239.0,Luxury,0.20431227106414326,<1 km
21271067,Ciutat Vella,EL BORN - Ciutat Vella - Port 5 pax 2 bedrooms,40853564,Kay,t,1,41.38409,2.18153,1,1,0,0,48,4.96,2,1,326.0,Luxury,1.1397709287600601,1-2 km
21275294,Ciutat Vella,Calle Hospital,4985749,My Address,f,20,41.37981,2.16748,1,1,1,0,80,4.21,2,1,191.0,Economic,0.8491264634438644,<1 km
21286007,Eixample,Central apartment located in a luxury street,34109538,Gemma,f,2,41.39116,2.16509,1,0,0,1,0,0.0,2,1,100.0,Low-Cost,0.5104319002558731,<1 km
21295247,Eixample,Siéntete en tu casa en El Centro de Barcelona,154095889,Vanessa,f,1,41.39826,2.16887,1,0,1,1,4,5.0,1,0,239.0,Luxury,1.2077869239511858,1-2 km
20866492,Eixample,Sagrada familia lll,143569530,Milany,f,1,41.40622,2.17696,1,0,1,0,21,4.62,0,0,239.0,Luxury,2.2058136562376527,2-3 km
21307144,Gràcia,sf22 Let's eat Tapas in Barcelona; Sagrada Familia,1447144,Acomodis Apartments,f,207,41.40386,2.17076,1,0,1,1,2,3.5,2,1,294.0,Luxury,1.8391154478477538,1-2 km
20883020,Horta-Guinardó,Familiar,149974719,Olimpia,f,1,41.41264,2.16912,1,0,0,1,64,4.56,1,0,30.0,Low-Cost,2.8068950661149277,2-3 km
21307242,Ciutat Vella,fdl3 Best price! several happy apartments El Born!,1447144,Acomodis Apartments,f,207,41.38459,2.17967,1,1,0,1,6,4.17,2,1,519.0,Luxury,0.9749565911124418,<1 km
21309904,Eixample,Republica independiente colibrí,150164518,Alba,f,1,41.39108,2.15344,1,0,0,1,0,0.0,1,0,239.0,Luxury,1.3292348299225556,1-2 km
21601860,Eixample,Cozy Home next to La Sagrada Familia,154788425,Marta & Cesc,t,6,41.40565,2.1751,1,0,0,1,129,4.98,2,1,406.0,Luxury,2.100488664317004,2-3 km
21601949,Eixample,Sweet home with balcony next to Sagrada Familia,154788425,Marta & Cesc,t,6,41.40552,2.17514,1,1,0,1,69,4.99,2,1,406.0,Luxury,2.0873961467846196,2-3 km
21311663,Sant Andreu,.Nice Apartment in Barcelona city,9994084,Lina,f,2,41.42967,2.18501,1,0,1,1,9,4.33,2,1,99.0,Low-Cost,4.895396901820349,3-5 km
21333943,Sant Martí,Beach apartment,10636596,Arjen,f,1,41.39258,2.19769,1,0,0,1,0,0.0,1,0,193.0,Economic,2.4941479855900424,2-3 km
21620967,Sant Andreu,Habitación a 9 paradas de PLAZA CATALUÑA,7033608,Judith,f,1,41.43599,2.19498,1,0,1,0,0,0.0,1,0,94.0,Low-Cost,5.833664894358509,5-8 km
21621981,Sant Martí,HABITACIÓN PIVADA INDIVIDUAL,157294809,Emi,f,5,41.40722,2.18334,1,1,1,0,0,0.0,1,0,193.0,Economic,2.5236392070997944,2-3 km
21334527,Eixample,BARCELONA | FAMILY APT NEAR SAGRADA FAMILIA¤,299462,Stay U-Nique,f,154,41.40454,2.17795,1,0,1,1,176,4.61,2,1,248.0,Luxury,2.0592850751990577,2-3 km
21344553,Les Corts,Vacation House in Barcelona,124353513,Zhaowen,f,1,41.3886671,2.1048489,1,0,0,1,0,0.0,2,1,218.0,Luxury,5.320231349586409,5-8 km
21646749,Sant Andreu,Sofá cama cerca a Sagrada Familia,136458485,Wewe,f,1,41.42169,2.18085,1,0,0,0,0,0.0,0,0,94.0,Low-Cost,3.9473845649434525,3-5 km
21366324,Sant Martí,Habitación privada en piso cómodo a 15’ del centro,6499657,Fernando,f,1,41.41488,2.19182,1,1,1,0,32,4.69,1,0,193.0,Economic,3.6177022798781184,3-5 km
21653679,Ciutat Vella,BEAUTIFUL THREE BEDROOM APARTMENT,139063900,Deco Apartments Barcelona,t,36,41.384235,2.183663,1,1,0,1,189,4.88,2,1,498.0,Luxury,1.3050069156029989,1-2 km
21653684,Ciutat Vella,DELUXE ONE BEDROOM APARTMENT,139063900,Deco Apartments Barcelona,t,36,41.384235,2.183663,1,1,0,1,147,4.84,2,0,257.0,Luxury,1.3050069156029989,1-2 km
21378611,Ciutat Vella,Spacious apartment in the heart of Barcelona,154774388,Fátima,f,1,41.38095,2.17938,1,0,0,1,215,4.47,2,1,141.0,Economic,1.150321750542444,1-2 km
21653693,Ciutat Vella,Premium One-bedroom Apartment,139063900,Deco Apartments Barcelona,t,36,41.384235,2.183663,1,1,0,1,146,4.84,2,0,311.0,Luxury,1.3050069156029989,1-2 km
21380863,Gràcia,Central Local Flat at Lively Gracia,13589081,Atacan,f,1,41.4031,2.16615,1,1,1,1,221,4.71,2,1,266.0,Luxury,1.7576815986451773,1-2 km
21653699,Ciutat Vella,PREMIUM ONE BEDROOM APARTMENT,139063900,Deco Apartments Barcelona,t,36,41.384235,2.183663,1,1,0,1,176,4.88,2,0,311.0,Luxury,1.3050069156029989,1-2 km
21381752,Eixample,Single Bedroom near Pl. España,96438134,Omar,f,1,41.37905,2.14885,1,0,1,1,0,0.0,1,0,239.0,Luxury,1.8913303975714033,1-2 km
21653703,Ciutat Vella,PREMIUM ONE BEDROOM APARTMENT,139063900,Deco Apartments Barcelona,t,36,41.384235,2.183663,1,1,0,1,98,4.8,2,0,311.0,Luxury,1.3050069156029989,1-2 km
21389251,Sants-Montjuïc,Vibrant Flat with Rooftop Terrace and City Views,26781307,Ariel,t,7,41.38123195229844,2.1351952088058006,1,1,1,1,43,4.98,2,0,216.0,Luxury,2.870070749283165,2-3 km
21653707,Ciutat Vella,PREMIUM ONE BEDROOM APARTMENT,139063900,Deco Apartments Barcelona,t,36,41.384235,2.183663,1,1,0,1,135,4.83,2,0,311.0,Luxury,1.3050069156029989,1-2 km
21653709,Ciutat Vella,SUPERIOR DELUXE ONE BEDROOM APARTMENT,139063900,Deco Apartments Barcelona,t,36,41.384235,2.183663,1,1,0,1,101,4.83,2,0,306.0,Luxury,1.3050069156029989,1-2 km
21390908,Eixample,Splendid three bedroom apartment (A3-1-2-4-5),139063900,Deco Apartments Barcelona,t,36,41.392864,2.15257,1,1,1,1,133,4.77,2,1,301.0,Luxury,1.4687941606320662,1-2 km
21654365,Ciutat Vella,Apartment Suite Luxury en La Rambla - Boqueria,117888638,Agustin,t,6,41.382465,2.172445,1,1,1,1,80,4.94,2,0,386.0,Luxury,0.6356281664385569,<1 km
21390911,Eixample,Splendid three bedroom apartment (A2;1;3;4;5),139063900,Deco Apartments Barcelona,t,36,41.392864,2.15257,1,1,1,1,132,4.74,2,1,301.0,Luxury,1.4687941606320662,1-2 km
21658683,Ciutat Vella,Apartment Loft  en La Rambla - Boquería,117888638,Agustin,t,6,41.38269,2.17208,1,1,1,1,4,4.5,2,0,360.0,Luxury,0.5988169817747186,<1 km
21390925,Eixample,Splendid three bedroom apartment (A4;1;2;3;5),139063900,Deco Apartments Barcelona,t,36,41.392864,2.15257,1,1,1,1,178,4.78,2,1,301.0,Luxury,1.4687941606320662,1-2 km
21662624,Sants-Montjuïc,Simple Room in Barcelona,41041813,Arnaud,f,1,41.37761,2.12917,1,0,1,0,0,0.0,1,0,189.0,Economic,3.465121602719437,3-5 km
21390929,Eixample,Splendid Three Bedroom Apartment (A5;1;2;3;4),139063900,Deco Apartments Barcelona,t,36,41.392864,2.15257,1,1,1,1,225,4.81,2,1,301.0,Luxury,1.4687941606320662,1-2 km
21390932,Eixample,Superior 4 Bedroom Apartment (B2;1;3;4;5),139063900,Deco Apartments Barcelona,t,36,41.393078,2.152677,1,1,1,1,264,4.75,2,1,341.0,Luxury,1.4707273166968602,1-2 km
21664925,Sarrià-Sant Gervasi,Urban Town Suites IV,2320210,Ale; Maria & Arthur,f,52,41.40406,2.14197,1,1,1,1,18,4.5,2,1,158.0,Economic,2.8924083957183324,2-3 km
21390934,Eixample,Superior 4 Bedroom Apartment (B3;1;2;4;5),139063900,Deco Apartments Barcelona,t,36,41.393078,2.152677,1,1,1,1,240,4.66,2,1,341.0,Luxury,1.4707273166968602,1-2 km
21390935,Eixample,Superior 4 Bedroom Apartment - (B4;1;2;3;5),139063900,Deco Apartments Barcelona,t,36,41.393078,2.152677,1,1,1,1,288,4.81,2,1,341.0,Luxury,1.4707273166968602,1-2 km
21664939,Ciutat Vella,Bella habitación; Gran ubicación y terraza con sol,157688534,Carmen,f,1,41.38039,2.17997,1,0,0,0,0,0.0,1,0,167.0,Economic,1.2277649422898456,1-2 km
21390937,Eixample,Superior 4 Bedroom Apartment - (B5;1;2;3;4),139063900,Deco Apartments Barcelona,t,36,41.393078,2.152677,1,1,1,1,229,4.79,2,1,341.0,Luxury,1.4707273166968602,1-2 km
21670806,Horta-Guinardó,Beautiful Attic with private terrace,3193594,Jan,f,10,41.41272,2.17559,1,0,1,1,3,4.67,2,0,120.0,Economic,2.8751883887139194,2-3 km
21671770,Sant Martí,☀️Huge loft with terrace by the beach and town,11023026,Charles,f,1,41.39707,2.19352,1,0,1,0,1,4.0,2,1,193.0,Economic,2.340414062816218,2-3 km
21390938,Sants-Montjuïc,PENTHOUSE APARTMENT WITH PRIVATE TERRACE,139063900,Deco Apartments Barcelona,t,36,41.374535,2.143472,1,1,0,0,226,4.72,2,1,233.0,Luxury,2.538054877675013,2-3 km
21672361,Ciutat Vella,Newly renovated apartment in the historic centre,20717262,Maud,t,1,41.38672,2.17619,1,0,0,1,25,4.84,2,0,49.0,Low-Cost,0.6376955101383136,<1 km
21390945,Sants-Montjuïc,COMFORTABLE THREE BEDROOM APARTMENT,139063900,Deco Apartments Barcelona,t,36,41.374531,2.143429,1,1,0,1,232,4.78,2,1,261.0,Luxury,2.5412696321253923,2-3 km
21390951,Sants-Montjuïc,TWO BEDROOM APARTMENT,139063900,Deco Apartments Barcelona,t,36,41.374352,2.143439,1,1,0,1,96,4.67,2,1,222.0,Luxury,2.551846319908856,2-3 km
21390954,Sants-Montjuïc,TWO BEDROOM APARTMENT,139063900,Deco Apartments Barcelona,t,36,41.374352,2.143439,1,1,0,1,214,4.75,2,1,222.0,Luxury,2.551846319908856,2-3 km
21393496,Sants-Montjuïc,Relax on the Rooftop Terrace of a Colorful Retreat,26781307,Ariel,t,7,41.37995,2.13745,1,1,1,1,45,4.91,2,1,195.0,Economic,2.7276658307390744,2-3 km
21396298,Gràcia,Cozy Single Bedroom in Barcelona,139326132,Annelie,f,1,41.39693,2.15534,1,0,1,0,2,4.5,1,0,194.0,Economic,1.531816860715897,1-2 km
21688118,Horta-Guinardó,CLASSBEDROOM GUINARDO PENTHOUSE,6099660,ClassBedroom,f,27,41.42114,2.17521,1,1,1,1,85,4.58,2,0,168.0,Economic,3.792005335662247,3-5 km
21402130,Eixample,Catalunya Palace Apartment;,151637037,Judith,t,12,41.38924,2.16866,1,1,0,0,97,4.82,2,1,500.0,Luxury,0.2046598834163708,<1 km
21402206,Eixample,Ramblas Luxury Apartment;,151637037,Judith,t,12,41.391190945171424,2.161153280913004,1,1,0,0,67,4.69,2,1,506.0,Luxury,0.7507382709603438,<1 km
21689268,Eixample,Habitacion individual muy entrañable,102449683,Gilbert,t,3,41.39209,2.18059,0,0,0,0,83,4.69,1,0,45.0,Low-Cost,1.1280155948943849,1-2 km
21402659,Ciutat Vella,Superior Deluxe One bedroom Apartment,139063900,Deco Apartments Barcelona,t,36,41.384235,2.183663,1,1,0,1,109,4.8,2,0,306.0,Luxury,1.3050069156029989,1-2 km
21690567,Eixample,2 bedrooms with terrace  Eixample,75620994,Sabrina,f,15,41.39347,2.16014,1,1,1,0,8,4.25,2,1,92.0,Low-Cost,0.9765403059700264,<1 km
21403737,Ciutat Vella,Most centric loft in Barcelona,3479346,Ewa & Pau,f,16,41.38673,2.17327,1,1,0,0,18,4.94,2,1,110.0,Economic,0.39665467812927946,<1 km
21694981,Eixample,Single room available,157939037,Gabriel,f,1,41.37669,2.15829,1,0,1,0,1,4.0,1,0,239.0,Luxury,1.46906305361284,1-2 km
21405741,Eixample,Single bedroom in 3 bedroom flat really central.,76721318,Francesco,f,2,41.37518,2.16393,1,0,1,1,2,4.5,1,0,239.0,Luxury,1.413560907777461,1-2 km
21696534,Ciutat Vella,Habitación grande al lado de la playa,82436463,Joaquin,f,1,41.3813,2.18853,1,0,1,0,0,0.0,1,0,167.0,Economic,1.7957604393123539,1-2 km
21407746,Eixample,Habitación central Barcelona ¡¡,155111786,Luis Felipe,f,1,41.37955,2.15581,1,0,1,0,0,0.0,1,0,239.0,Luxury,1.3786046286616698,1-2 km
21719962,Sant Martí,Apartment with terrace next to the beach,51389505,Meritxell,t,1,41.39926,2.20387,1,0,1,0,270,4.91,2,0,200.0,Economic,3.224164490953096,3-5 km
21408803,Sants-Montjuïc,Romantic & Colorful Apartment with a Top Terrace,26781307,Ariel,t,7,41.37999,2.13545,1,1,1,1,57,4.88,2,0,183.0,Economic,2.8858143723795266,2-3 km
21721001,Sants-Montjuïc,1 bedroom near Plaza España,158023606,Habitat Apartments,f,140,41.37612,2.14484,1,1,1,1,67,4.33,2,0,231.0,Luxury,2.3458259807924016,2-3 km
21721013,Sant Martí,2 bedroom apartment next to Sagrada Familia,158023606,Habitat Apartments,f,140,41.41291,2.17835,1,0,0,1,22,4.14,2,1,257.0,Luxury,2.9508551239266416,2-3 km
21410162,Ciutat Vella,PREMIUM ONE BEDROOM APARTMENT,139063900,Deco Apartments Barcelona,t,36,41.384235,2.183663,1,1,0,1,62,4.87,2,0,311.0,Luxury,1.3050069156029989,1-2 km
