neighbourhood_group_cleansed,host_is_superhost,latitude,longitude,kitchen,patio or balcony,elevator,air conditioning,review_scores_rating,room_type_encoded,bedrooms_encoded,price,price_category,distance_from_city_center,distance_category
Carabanchel,f,40.39493701074353,-3.7104770590072937,1,0,0,0,0.0,2,0,100.0,Economic,2.497396320168122,2-3 km
Moratalaz,f,40.40642,-3.64645,1,1,0,0,2.0,1,0,18.0,Low-Cost,4.951016472370602,3-5 km
Hortaleza,f,40.46518,-3.63356,1,0,0,0,4.64,2,0,87.0,Economic,7.9935592537187174,5-10 km
Usera,f,40.36879438147104,-3.6891795623384858,1,0,0,0,5.0,1,0,65.0,Low-Cost,5.463309830234617,5-10 km
Barajas,t,40.47448,-3.58035,1,1,1,1,4.87,2,1,174.0,Luxury,12.229237958718024,>10 km
Chamartín,t,40.44798,-3.68848,1,0,1,0,4.9,2,1,132.0,Economic,3.6955327644221496,3-5 km
Villaverde,f,40.34829,-3.71486,1,0,0,0,0.0,1,0,55.0,Low-Cost,7.672380802607764,5-10 km
Ciudad Lineal,t,40.42888,-3.64118,1,0,0,1,4.87,2,0,87.0,Economic,5.432494068894783,5-10 km
San Blas - Canillejas,f,40.4244,-3.62702,1,1,0,1,4.78,2,1,208.0,Luxury,6.516721219570937,5-10 km
Usera,f,40.3866006,-3.7153094,1,0,0,0,0.0,1,0,45.0,Low-Cost,3.5001088562350335,3-5 km
Carabanchel,f,40.38266,-3.72427,1,0,0,1,0.0,1,0,29.0,Low-Cost,4.182429715398278,3-5 km
Centro,t,40.42718,-3.70265,1,1,0,0,4.98,1,0,55.0,Low-Cost,1.1635609026639597,1-2 km
Carabanchel,f,40.38979218009644,-3.7163505142118183,1,0,0,1,5.0,1,0,40.0,Low-Cost,3.1914424000902364,3-5 km
Ciudad Lineal,f,40.43781,-3.65839,1,0,1,1,0.0,2,1,99.0,Economic,4.468844383060009,3-5 km
Hortaleza,f,40.46559,-3.64897,1,0,0,1,4.74,2,0,68.0,Low-Cost,7.119600282219962,5-10 km
Moncloa - Aravaca,t,40.46829712680758,-3.7173703129203752,1,0,1,1,0.0,1,1,48.0,Low-Cost,5.855766872672862,5-10 km
Salamanca,f,40.43352,-3.68094,1,0,1,1,4.88,2,1,219.0,Luxury,2.6609889073728192,2-3 km
Villaverde,f,40.36255,-3.69875,1,0,1,1,4.5,2,1,109.0,Economic,6.036953438498677,5-10 km
Chamberí,f,40.43185,-3.69471,1,0,0,0,0.0,2,1,70.0,Low-Cost,1.8331846872715003,1-2 km
Arganzuela,t,40.40303,-3.69772,1,0,1,1,4.8,2,1,358.0,Luxury,1.5958226361937682,1-2 km
Carabanchel,f,40.38264,-3.73038,1,0,0,0,0.0,1,0,35.0,Low-Cost,4.42847041379407,3-5 km
Centro,f,40.42008,-3.70264,1,0,0,1,4.57,2,1,345.0,Luxury,0.37728367522916917,<1 km
Moncloa - Aravaca,f,40.42546138143061,-3.715166320903157,0,1,0,0,4.6,2,0,117.0,Economic,1.3947272004973819,1-2 km
Salamanca,f,40.43746,-3.67371,1,0,0,1,4.61,2,1,94.0,Economic,3.4064169504960455,3-5 km
Chamberí,f,40.440594977720416,-3.6968800987297903,1,0,0,0,0.0,2,1,75.0,Low-Cost,2.7095032448539795,2-3 km
Villaverde,f,40.3397154259164,-3.6791461713160976,0,0,0,1,3.67,1,0,40.0,Low-Cost,8.805307939191374,5-10 km
Villa de Vallecas,f,40.36086957249547,-3.5896053125701797,1,0,1,1,4.9,2,1,179.0,Luxury,11.46144334995634,>10 km
Carabanchel,f,40.38441250696248,-3.744861797045608,1,0,0,1,0.0,1,0,80.0,Low-Cost,5.02748526710074,5-10 km
Usera,f,40.38578,-3.70441,1,0,0,0,4.0,1,0,50.0,Low-Cost,3.442566540682639,3-5 km
Salamanca,f,40.43203,-3.67815,1,1,1,0,4.86,1,1,58.0,Low-Cost,2.7278318387875276,2-3 km
San Blas - Canillejas,t,40.440101534311374,-3.6237997320099065,1,0,1,0,5.0,2,0,135.0,Economic,7.216686825246145,5-10 km
Salamanca,f,40.43143,-3.67411,1,1,1,1,0.0,2,0,160.0,Luxury,2.9654420640590438,2-3 km
Chamberí,f,40.43998233612186,-3.711800157348276,1,0,0,0,0.0,1,0,24.0,Low-Cost,2.683005458564949,2-3 km
Salamanca,f,40.43601,-3.68184,1,0,1,0,0.0,1,0,50.0,Low-Cost,2.812153663021161,2-3 km
Hortaleza,f,40.46661026601006,-3.633032562398783,1,0,0,0,4.73,2,0,87.0,Economic,8.134145977032508,5-10 km
Carabanchel,f,40.38561,-3.72438,0,0,0,1,0.0,1,0,126.0,Economic,3.8920395008222384,3-5 km
Arganzuela,f,40.40384681741558,-3.6969292168652856,1,0,0,0,0.0,2,0,80.0,Low-Cost,1.531789886581514,1-2 km
Centro,f,40.41874,-3.70112,1,0,0,1,4.2,2,0,156.0,Luxury,0.29204752774705944,<1 km
Salamanca,f,40.42790703551687,-3.678313717246056,1,0,1,0,5.0,2,1,159.0,Luxury,2.456134636178266,2-3 km
Moncloa - Aravaca,t,40.46926,-3.71994,1,0,1,0,4.55,1,0,25.0,Low-Cost,6.0077471932237705,5-10 km
Moratalaz,t,40.40931,-3.65057,1,1,0,0,0.0,2,1,100.0,Economic,4.543099386488729,3-5 km
Fuencarral - El Pardo,t,40.47504,-3.7074,0,0,1,0,4.79,1,0,45.0,Low-Cost,6.492987688554813,5-10 km
Tetuán,t,40.45945346783219,-3.709858317352459,1,0,0,0,4.96,1,0,32.0,Low-Cost,4.7826754069856525,3-5 km
Centro,t,40.40639,-3.70118,1,1,0,1,5.0,2,0,76.0,Low-Cost,1.1640853358885819,1-2 km
Moncloa - Aravaca,t,40.4674,-3.71987,1,1,1,1,4.95,1,0,35.0,Low-Cost,5.805434621640964,5-10 km
Tetuán,f,40.45812,-3.69893,0,0,1,1,0.0,1,0,91.0,Economic,4.617570623169741,3-5 km
Moncloa - Aravaca,f,40.46901,-3.71797,1,0,0,0,4.5,1,0,28.0,Low-Cost,5.9437723665582824,5-10 km
Fuencarral - El Pardo,t,40.47638373939175,-3.7140214843998,1,0,0,0,5.0,1,0,36.0,Low-Cost,6.694614799078618,5-10 km
Latina,f,40.411371865681026,-3.7340278923511505,1,1,1,0,0.0,1,1,47.0,Low-Cost,2.6655806914465785,2-3 km
Carabanchel,t,40.37561,-3.74672,1,0,0,1,5.0,2,0,82.0,Low-Cost,5.865248180279406,5-10 km
Moncloa - Aravaca,t,40.4672746,-3.7226218,1,1,1,0,5.0,1,0,48.0,Low-Cost,5.852515237000743,5-10 km
Ciudad Lineal,t,40.43984360405842,-3.650886666306549,1,0,0,0,4.81,2,0,90.0,Economic,5.130057095529684,5-10 km
Usera,f,40.38192,-3.7039,1,0,0,0,0.0,1,0,30.0,Low-Cost,3.8708757193039465,3-5 km
Centro,f,40.42586376268902,-3.6929120367269697,1,0,1,1,4.73,2,0,70.0,Low-Cost,1.3456701567959772,1-2 km
Retiro,f,40.4086,-3.67977,1,0,0,0,0.0,1,1,36.0,Low-Cost,2.1906109708134713,2-3 km
San Blas - Canillejas,f,40.44336,-3.5754,1,0,1,1,4.72,2,0,85.0,Economic,11.226518091437669,>10 km
Ciudad Lineal,t,40.44153270149818,-3.6507724955666374,1,0,1,1,4.9,2,1,131.0,Economic,5.234848900916063,5-10 km
Latina,f,40.40696675018028,-3.7417104495950446,0,0,0,1,5.0,1,0,40.0,Low-Cost,3.4252495763010664,3-5 km
Chamberí,f,40.44578,-3.70177,1,0,1,1,0.0,2,1,128.0,Economic,3.2330523921825023,3-5 km
Salamanca,f,40.42766,-3.67379,1,0,1,1,4.86,2,0,177.0,Luxury,2.7810385933986095,2-3 km
Chamberí,f,40.44675,-3.70592,1,1,0,1,5.0,2,1,320.0,Luxury,3.3453231746261904,3-5 km
Tetuán,f,40.4678,-3.69011,1,1,1,1,0.0,1,0,178.0,Luxury,5.7881342966302745,5-10 km
Ciudad Lineal,t,40.43292,-3.63716,1,1,0,0,4.84,2,0,89.0,Economic,5.884111148845691,5-10 km
Latina,t,40.40328,-3.7417,1,0,0,0,4.7,1,0,21.0,Low-Cost,3.575643937578017,3-5 km
Latina,f,40.405933340874505,-3.749366972591888,1,0,0,0,5.0,1,0,30.0,Low-Cost,4.077655815230202,3-5 km
Tetuán,f,40.44869,-3.70581,1,1,0,1,0.0,2,1,320.0,Luxury,3.5600495027664514,3-5 km
Usera,f,40.38529,-3.69897,1,1,1,0,4.89,2,1,118.0,Economic,3.5153786511847183,3-5 km
Barajas,f,40.470804146007666,-3.5840084101949725,1,0,0,1,0.0,2,0,128.0,Economic,11.752841666995788,>10 km
San Blas - Canillejas,f,40.4343,-3.61773,1,0,1,1,0.0,1,0,500.0,Luxury,7.505323820556889,5-10 km
Tetuán,t,40.468894958496094,-3.705887079238891,1,1,1,0,4.9,1,0,42.0,Low-Cost,5.804596512934906,5-10 km
Centro,f,40.410469,-3.7082718,1,0,1,0,4.59,2,0,82.0,Low-Cost,0.8117481920534658,<1 km
Latina,f,40.41131,-3.73216,0,0,1,1,0.0,1,0,42.0,Low-Cost,2.513331504545542,2-3 km
Villaverde,t,40.3523304,-3.6813598,1,1,1,1,4.89,2,0,110.0,Economic,7.39882475525387,5-10 km
Moncloa - Aravaca,t,40.46919,-3.7249,1,1,1,0,4.9,1,0,37.0,Low-Cost,6.112094153157467,5-10 km
Arganzuela,f,40.399817535305104,-3.696038248702398,1,0,0,0,4.42,2,0,65.0,Low-Cost,1.979461576493584,1-2 km
Salamanca,f,40.43221,-3.66737,1,0,1,1,4.33,2,1,199.0,Luxury,3.497650533830107,3-5 km
Moratalaz,f,40.3963712106871,-3.63929198357344,1,1,1,0,4.74,2,1,104.0,Economic,5.876422615434005,5-10 km
Usera,f,40.3704111,-3.6982935,1,0,1,1,0.0,2,0,57.0,Low-Cost,5.168009880212256,5-10 km
Tetuán,t,40.4572999,-3.70928,1,0,1,1,5.0,1,0,39.0,Low-Cost,4.539211568716208,3-5 km
Hortaleza,f,40.46528,-3.62832,1,0,1,0,4.79,2,0,86.0,Economic,8.33371768088192,5-10 km
Carabanchel,f,40.37678586680549,-3.7545085304639314,1,0,0,1,4.92,2,1,115.0,Economic,6.205105801113322,5-10 km
Salamanca,t,40.4295,-3.6816,1,0,1,0,4.9,2,1,311.0,Luxury,2.3244286515751607,2-3 km
Tetuán,f,40.459108417891045,-3.693861740598048,1,0,0,0,0.0,2,0,9059.0,Luxury,4.780147851976162,3-5 km
Arganzuela,f,40.40665,-3.69271,1,1,1,0,4.46,2,0,73.0,Low-Cost,1.437310659144255,1-2 km
Latina,t,40.398633163820726,-3.740538167514679,1,1,0,0,5.0,1,0,59.0,Low-Cost,3.737514731283985,3-5 km
Salamanca,t,40.4369773648269,-3.6807608372423295,1,0,0,1,4.86,2,0,138.0,Economic,2.953264218953055,2-3 km
Vicálvaro,t,40.39583398105894,-3.5546337633611143,1,1,0,0,0.0,2,1,164.0,Luxury,12.803638307872118,>10 km
Puente de Vallecas,f,40.393952233964214,-3.652406991295923,1,0,0,1,4.58,2,0,98.0,Economic,5.00123641670833,5-10 km
Ciudad Lineal,f,40.4268,-3.6364,1,0,1,0,4.75,1,0,39.0,Low-Cost,5.776102465272335,5-10 km
Centro,f,40.41857,-3.70515,0,0,0,1,0.0,1,0,5500.0,Luxury,0.2557562356406762,<1 km
Centro,f,40.42799,-3.69778,1,1,1,1,5.0,2,1,222.0,Luxury,1.3376699705768953,1-2 km
Moratalaz,f,40.41025,-3.65033,1,0,1,0,4.68,2,1,88.0,Economic,4.545317215082294,3-5 km
Salamanca,f,40.43192,-3.68532,1,0,0,0,4.65,1,0,49.0,Low-Cost,2.275907920926615,2-3 km
Hortaleza,t,40.47014792620493,-3.633911337054093,1,0,0,0,4.86,2,0,93.0,Economic,8.354730484956912,5-10 km
Chamartín,f,40.47406996399232,-3.68700595471335,1,0,1,0,4.78,1,0,45.0,Low-Cost,6.524107997568149,5-10 km
Retiro,t,40.40619,-3.68246,1,1,0,0,4.8,1,0,143.0,Luxury,2.1208795804507616,2-3 km
Ciudad Lineal,f,40.42583,-3.65926,1,0,1,1,0.0,1,0,99.0,Economic,3.8661888459199876,3-5 km
Centro,t,40.41154,-3.70803,1,1,1,1,4.83,2,0,141.0,Economic,0.7004594969207437,<1 km
Usera,f,40.38716,-3.70461,1,0,0,0,4.39,2,0,96.0,Economic,3.2896837542793778,3-5 km
Centro,f,40.42146,-3.70391,1,0,0,0,0.0,2,1,40.0,Low-Cost,0.5282793395352136,<1 km
Centro,f,40.40672,-3.71032,1,0,0,0,4.62,2,0,127.0,Economic,1.2601543514358704,1-2 km
Carabanchel,f,40.39796,-3.7143,1,0,1,1,0.0,2,0,254.0,Luxury,2.2840646779170775,2-3 km
Carabanchel,f,40.38382267941908,-3.7333525304921777,1,1,0,0,4.33,2,1,61.0,Low-Cost,4.4550730702573365,3-5 km
Latina,f,40.4092,-3.73184,1,0,0,0,4.74,1,0,40.0,Low-Cost,2.554082823390119,2-3 km
Retiro,f,40.40237475220521,-3.679536626073024,1,0,0,1,4.8,1,0,50.0,Low-Cost,2.5707879146250274,2-3 km
Latina,f,40.40411270277099,-3.750539364258744,1,0,0,1,0.0,1,0,44.0,Low-Cost,4.2353528698006375,3-5 km
Carabanchel,t,40.393300238007946,-3.708374157042063,1,0,0,1,4.92,2,0,93.0,Economic,2.6398149097358425,2-3 km
Salamanca,f,40.427226648485075,-3.6709215306445344,1,0,1,1,5.0,2,1,129.0,Economic,2.982134706273066,2-3 km
Carabanchel,t,40.39335,-3.73125,1,0,0,0,4.82,1,0,24.0,Low-Cost,3.513297934844614,3-5 km
Arganzuela,f,40.39628,-3.68978,1,0,0,1,4.41,1,0,57.0,Low-Cost,2.5472159248117623,2-3 km
Chamartín,f,40.45932,-3.68097,1,0,0,1,5.0,1,0,70.0,Low-Cost,5.1002623552390896,5-10 km
Salamanca,f,40.43709,-3.68167,1,0,1,1,4.65,2,1,240.0,Luxury,2.9137762994750536,2-3 km
Salamanca,f,40.43001103484131,-3.6729415878653526,0,0,0,0,5.0,1,0,85.0,Economic,2.9668569918967544,2-3 km
Chamartín,f,40.44008600777397,-3.6813637073751417,1,0,0,1,4.67,2,1,220.0,Luxury,3.194556052171446,3-5 km
Chamartín,f,40.4415490872057,-3.678507706593292,1,0,0,1,4.0,2,0,123.0,Economic,3.469058106625242,3-5 km
Centro,f,40.42429,-3.69129,1,0,1,1,4.71,2,0,84.0,Economic,1.3218278666449272,1-2 km
Arganzuela,f,40.40012,-3.69489,1,0,0,0,4.43,2,0,55.0,Low-Cost,1.9805434235438668,1-2 km
Arganzuela,f,40.40011,-3.69201,1,1,1,0,4.68,2,0,50.0,Low-Cost,2.0820659482451593,2-3 km
Puente de Vallecas,f,40.38397,-3.66743,1,0,1,1,5.0,2,1,40.0,Low-Cost,4.744978570956872,3-5 km
Carabanchel,f,40.38654,-3.72891,1,0,0,1,4.75,2,1,84.0,Economic,3.9946172459846823,3-5 km
Usera,f,40.38512,-3.70373,1,0,0,1,4.75,2,1,90.0,Economic,3.514916377067265,3-5 km
Tetuán,f,40.4684186,-3.708119399999999,0,0,0,1,0.0,1,0,48.0,Low-Cost,5.76184054438717,5-10 km
Usera,f,40.3814122,-3.7142928,1,1,0,1,4.57,2,0,64.0,Low-Cost,4.035108804187464,3-5 km
Retiro,t,40.40713,-3.68193,0,0,1,0,4.84,1,0,55.0,Low-Cost,2.1034942244098476,2-3 km
Salamanca,f,40.42231,-3.6908,1,0,0,1,4.87,2,0,135.0,Economic,1.2295802295524134,1-2 km
Centro,f,40.420708,-3.702295,1,0,1,1,4.27,2,1,170.0,Luxury,0.4511854914510128,<1 km
Tetuán,f,40.45602,-3.69602,1,0,0,0,0.0,2,1,105.0,Economic,4.4126529774270145,3-5 km
Carabanchel,f,40.39601,-3.71338,1,0,0,0,0.0,2,0,74.0,Low-Cost,2.455712905572519,2-3 km
San Blas - Canillejas,f,40.41995,-3.6176,0,0,1,1,0.0,1,1,126.0,Economic,7.267162357336477,5-10 km
Centro,f,40.40647,-3.70293,1,0,0,0,4.62,1,0,27.0,Low-Cost,1.1412742012062609,1-2 km
Chamartín,t,40.45487,-3.67942,1,0,0,1,4.86,1,0,68.0,Low-Cost,4.699452944930331,3-5 km
Centro,f,40.42627590336497,-3.6944495514035225,1,0,0,1,0.0,2,1,250.0,Luxury,1.30122925983972,1-2 km
Chamberí,f,40.434749658202136,-3.7046723435514415,1,0,1,0,0.0,2,0,123.0,Economic,2.0069817316807117,2-3 km
Chamartín,t,40.45373464451356,-3.68020199239254,1,0,0,1,5.0,2,0,129.0,Economic,4.557021471523827,3-5 km
Chamartín,f,40.44609,-3.66928,1,0,1,0,0.0,1,1,129.0,Economic,4.355351466130792,3-5 km
Chamberí,t,40.42956,-3.69759,0,0,1,0,4.85,1,0,90.0,Economic,1.5074562876127948,1-2 km
San Blas - Canillejas,f,40.42805,-3.61584,0,0,0,0,0.0,1,0,126.0,Economic,7.5130914450840685,5-10 km
Fuencarral - El Pardo,t,40.47535558945883,-3.6871958934782216,1,0,0,0,4.98,1,0,61.0,Low-Cost,6.660569288456918,5-10 km
Centro,t,40.4138298034668,-3.699902057647705,1,0,1,0,4.69,2,0,129.0,Economic,0.4342702341527392,<1 km
Moncloa - Aravaca,f,40.46663,-3.7251,1,0,0,0,4.75,1,0,25.0,Low-Cost,5.846353236834614,5-10 km
Carabanchel,f,40.39082,-3.73659,1,0,0,0,4.88,1,0,26.0,Low-Cost,4.028270807356661,3-5 km
Carabanchel,f,40.39502,-3.71464,1,0,1,1,0.0,2,1,240.0,Luxury,2.596665757347457,2-3 km
Ciudad Lineal,f,40.46129,-3.66149,1,1,1,1,4.31,2,1,212.0,Luxury,6.090577460778099,5-10 km
Chamartín,f,40.4489159,-3.6889046,1,0,0,1,5.0,2,0,91.0,Economic,3.781789013343777,3-5 km
Ciudad Lineal,t,40.42712964095655,-3.643097318708896,1,0,0,1,5.0,0,0,42.0,Low-Cost,5.2290486762185955,5-10 km
Retiro,f,40.40399,-3.67811,1,1,0,0,4.7,1,0,38.0,Low-Cost,2.563042118547343,2-3 km
Arganzuela,f,40.384597586368976,-3.691098277689966,1,0,0,1,5.0,2,0,122.0,Economic,3.7201667951176587,3-5 km
Salamanca,f,40.426956,-3.669885,1,0,0,1,4.57,2,1,147.0,Luxury,3.051733581219028,3-5 km
Centro,f,40.40869,-3.70147,1,0,0,0,5.0,1,0,157.0,Luxury,0.9077932422969153,<1 km
Centro,f,40.40992,-3.70306,1,0,0,0,4.5,1,0,157.0,Luxury,0.7574946269747984,<1 km
Chamartín,f,40.43991667424754,-3.678448059911382,1,0,0,1,0.0,2,1,216.0,Luxury,3.329676750757386,3-5 km
Chamartín,f,40.4403932,-3.6792399,1,0,1,1,5.0,2,1,163.0,Luxury,3.3293897976329396,3-5 km
Chamartín,f,40.4403932,-3.6792399,1,0,1,1,5.0,2,1,134.0,Economic,3.3293897976329396,3-5 km
Chamartín,t,40.454735849872094,-3.688314084130864,1,0,0,1,4.9,2,0,124.0,Economic,4.413335066524148,3-5 km
Retiro,t,40.4064282879526,-3.68020713294641,0,1,1,0,4.72,1,0,45.0,Low-Cost,2.268797344208434,2-3 km
Retiro,f,40.40587,-3.67923,1,1,1,0,4.66,1,0,57.0,Low-Cost,2.3715863931328496,2-3 km
Arganzuela,t,40.40503,-3.69363,1,0,1,0,4.94,2,1,307.0,Luxury,1.5388222705053698,1-2 km
Carabanchel,f,40.36304,-3.76494,1,0,1,0,5.0,1,0,82.0,Low-Cost,7.928331031894942,5-10 km
Centro,t,40.42168,-3.70278,1,0,0,1,5.0,2,0,157.0,Luxury,0.5525561999060072,<1 km
Arganzuela,f,40.40428918024189,-3.6943758798718895,1,1,0,1,0.0,2,0,96.0,Economic,1.577736343505758,1-2 km
Salamanca,f,40.43597298279545,-3.682832437481142,1,0,1,1,5.0,2,1,200.0,Luxury,2.7553376720587575,2-3 km
Centro,t,40.41806,-3.69656,1,0,1,1,4.79,2,1,248.0,Luxury,0.5926686050372744,<1 km
Arganzuela,f,40.40097,-3.69205,1,0,0,0,4.38,2,0,82.0,Low-Cost,1.996050089583221,1-2 km
Arganzuela,f,40.39527,-3.68228,0,1,1,1,5.0,1,0,96.0,Economic,2.9787702194350767,2-3 km
Retiro,f,40.4067331,-3.6819716,1,0,0,0,4.5,1,0,65.0,Low-Cost,2.1232314252788833,2-3 km
Centro,f,40.40958,-3.69865,1,0,0,0,5.0,1,0,157.0,Luxury,0.8885456399063489,<1 km
Puente de Vallecas,t,40.3870089,-3.6464229,0,0,0,1,5.0,0,0,41.0,Low-Cost,5.843675854768211,5-10 km
Puente de Vallecas,f,40.3975967079115,-3.648287580557264,1,0,0,0,5.0,0,0,24.0,Low-Cost,5.123748964450681,5-10 km
Centro,t,40.40562,-3.70255,1,0,0,1,4.74,2,0,72.0,Low-Cost,1.23706935258313,1-2 km
Chamartín,f,40.44185,-3.68056,1,0,1,1,4.37,2,0,80.0,Low-Cost,3.3941310796316664,3-5 km
Tetuán,f,40.4599,-3.7001,1,0,1,1,4.67,2,1,264.0,Luxury,4.808216415527576,3-5 km
Salamanca,f,40.436716980026894,-3.681403972027195,1,0,1,1,4.1,2,0,62.0,Low-Cost,2.896053828967125,2-3 km
Salamanca,f,40.43752,-3.68289,1,0,0,1,4.75,2,1,232.0,Luxury,2.8880281521948117,2-3 km
Fuencarral - El Pardo,f,40.47435,-3.71225,1,0,1,0,4.65,2,0,59.0,Low-Cost,6.451383640504762,5-10 km
Chamberí,f,40.43583,-3.69923,1,1,1,1,0.0,2,0,117.0,Economic,2.1522242782351957,2-3 km
Salamanca,f,40.43571,-3.67809,1,0,0,1,4.47,2,1,257.0,Luxury,3.0037235011722774,3-5 km
Chamartín,f,40.43783,-3.68331,1,1,1,1,3.25,2,0,65.0,Low-Cost,2.894728986848957,2-3 km
Barajas,t,40.47343279428821,-3.5793536938159782,1,0,0,1,4.84,2,0,203.0,Luxury,12.240752890375834,>10 km
Carabanchel,f,40.38670876677692,-3.742243332614399,1,0,1,1,4.35,2,0,96.0,Economic,4.689917951771571,3-5 km
Tetuán,f,40.47302850638364,-3.688943963947932,1,0,0,0,4.5,1,0,58.0,Low-Cost,6.377635140866165,5-10 km
Chamartín,f,40.45504,-3.6787,0,0,1,0,4.83,1,0,42.0,Low-Cost,4.742991977655199,3-5 km
Barajas,t,40.46414249179171,-3.623743713776099,1,0,0,0,4.8,1,0,25.0,Low-Cost,8.553908051106944,5-10 km
Ciudad Lineal,f,40.4154,-3.62488,1,0,1,0,0.0,1,0,99.0,Economic,6.643902910820037,5-10 km
Moncloa - Aravaca,f,40.44982,-3.71336,0,0,1,0,0.0,2,0,1000.0,Luxury,3.7760372608395536,3-5 km
Usera,f,40.38263,-3.71317,1,0,0,0,4.46,2,1,64.0,Low-Cost,3.8819497050620098,3-5 km
Arganzuela,f,40.386597292091906,-3.6910163037623662,1,0,0,1,4.55,2,0,127.0,Economic,3.5092152956900398,3-5 km
Centro,t,40.42547,-3.69275,1,0,1,1,4.64,2,0,92.0,Economic,1.3221973181877107,1-2 km
Centro,f,40.42026,-3.70037,1,0,1,1,4.39,2,0,108.0,Economic,0.466188039092247,<1 km
Usera,f,40.38660874007826,-3.7109340727329254,1,0,0,0,4.52,2,0,91.0,Economic,3.4104090277606893,3-5 km
Usera,f,40.38352768369815,-3.710422539806641,1,0,0,0,4.22,2,1,65.0,Low-Cost,3.7402289245021905,3-5 km
Carabanchel,t,40.38638,-3.7275,1,1,1,0,4.95,2,0,150.0,Luxury,3.9463841360789176,3-5 km
Ciudad Lineal,f,40.46021,-3.66226,1,1,1,1,4.0,2,1,226.0,Luxury,5.955024806224613,5-10 km
Arganzuela,f,40.38639,-3.69222,1,0,0,1,5.0,2,0,130.0,Economic,3.5024652782470085,3-5 km
Hortaleza,t,40.46177765516895,-3.6551491543650623,1,0,0,1,0.0,2,1,259.0,Luxury,6.459443301375413,5-10 km
Villaverde,f,40.35622691003506,-3.703613979239072,1,0,1,1,4.4,2,0,81.0,Low-Cost,6.727565768103077,5-10 km
Chamartín,f,40.4579437,-3.6758754,1,0,0,1,4.76,2,0,120.0,Economic,5.13858453766373,5-10 km
Carabanchel,f,40.3864,-3.74144,1,1,1,0,5.0,2,1,219.0,Luxury,4.667142354128506,3-5 km
Ciudad Lineal,f,40.468775644895594,-3.6693301050719023,1,0,1,1,4.75,2,0,92.0,Economic,6.463441934466676,5-10 km
Puente de Vallecas,f,40.3950491,-3.6496901,1,0,0,0,0.0,0,0,40.0,Low-Cost,5.142586275150101,5-10 km
Chamartín,t,40.46611,-3.68246,0,1,0,1,5.0,1,0,110.0,Economic,5.768206165998106,5-10 km
Villaverde,t,40.361729403654145,-3.698623394888946,1,0,0,0,5.0,2,1,105.0,Economic,6.128702660560141,5-10 km
Usera,f,40.3817556,-3.7026227,1,1,0,1,4.9,2,0,147.0,Luxury,3.889337661357684,3-5 km
Arganzuela,f,40.40221,-3.70157,1,0,0,0,4.87,2,1,143.0,Luxury,1.6213718617051118,1-2 km
Ciudad Lineal,f,40.42617,-3.64297,1,0,0,0,4.68,1,0,51.0,Low-Cost,5.217081086929413,5-10 km
Ciudad Lineal,f,40.46765,-3.66482,0,0,1,1,0.0,1,0,99.0,Economic,6.53343299901659,5-10 km
Arganzuela,f,40.40050189550998,-3.69444673006946,1,0,1,1,4.67,2,1,92.0,Economic,1.9551486949473114,1-2 km
Centro,f,40.40694,-3.70125,0,0,0,0,0.0,1,0,157.0,Luxury,1.1027624539809726,1-2 km
Chamberí,f,40.43116,-3.70101,1,0,0,1,5.0,2,0,128.0,Economic,1.616719402279662,1-2 km
Barajas,f,40.47150155796207,-3.578925274264146,1,0,0,1,0.0,2,0,87.0,Economic,12.163034249311094,>10 km
Tetuán,f,40.45771,-3.69974,1,0,1,1,4.75,2,0,158.0,Luxury,4.567047739004855,3-5 km
San Blas - Canillejas,f,40.4485473,-3.5761681,1,0,1,1,4.75,2,0,150.0,Luxury,11.330081086496456,>10 km
Centro,f,40.42067,-3.70609,1,0,0,1,0.0,2,0,157.0,Luxury,0.49625878037877297,<1 km
Centro,f,40.42648,-3.70434,0,0,0,1,4.65,1,0,120.0,Economic,1.0875678375701772,1-2 km
Fuencarral - El Pardo,f,40.48354,-3.72898,0,0,1,0,0.0,1,0,95.0,Economic,7.73938246645854,5-10 km
Tetuán,f,40.4731162,-3.6879934,1,0,1,1,5.0,1,0,54.0,Low-Cost,6.40303482665105,5-10 km
Tetuán,f,40.46388,-3.70747,1,0,1,0,5.0,1,0,24.0,Low-Cost,5.254594736233161,5-10 km
Tetuán,f,40.460713968066145,-3.709152751685628,1,0,0,0,0.0,1,0,35.0,Low-Cost,4.915591400313567,3-5 km
Ciudad Lineal,f,40.43637383468652,-3.63811972321639,1,0,0,1,5.0,2,0,86.0,Economic,5.936999099114876,5-10 km
San Blas - Canillejas,f,40.4430076,-3.584378,1,0,0,1,0.0,2,1,207.0,Luxury,10.4844709486136,>10 km
Hortaleza,f,40.4710302,-3.6568482,1,0,0,1,5.0,2,0,110.0,Economic,7.20665479893636,5-10 km
Retiro,t,40.40864,-3.68,1,0,0,1,5.0,1,1,300.0,Luxury,2.17104125822218,2-3 km
Carabanchel,f,40.3944609,-3.7069744,1,0,0,0,0.0,1,0,64.0,Low-Cost,2.4951595851343575,2-3 km
Latina,f,40.40951242414299,-3.7408387972527017,1,0,0,0,4.5,1,0,41.0,Low-Cost,3.2746739697088754,3-5 km
Salamanca,f,40.43085072326236,-3.6681888225824495,1,0,1,1,4.33,2,1,250.0,Luxury,3.36436506678128,3-5 km
Chamartín,t,40.455895,-3.67176,1,0,0,0,4.9,2,0,105.0,Economic,5.109751792147202,5-10 km
