neighbourhood_group_cleansed,host_is_superhost,latitude,longitude,kitchen,patio or balcony,elevator,air conditioning,review_scores_rating,room_type_encoded,bedrooms_encoded,price,price_category,distance_from_city_center,distance_category
Centro,t,40.42409,-3.70876,1,1,0,1,4.95,2,0,109.0,Economic,0.9383747756399665,<1 km
Centro,f,40.422153,-3.7108884,1,0,1,1,4.64,2,1,398.0,Luxury,0.8787459688824601,<1 km
Centro,f,40.41058,-3.70217,1,0,1,1,4.71,2,0,83.0,Economic,0.6908633382569148,<1 km
Centro,t,40.42567,-3.70314,1,0,0,0,4.92,1,0,81.0,Low-Cost,0.994336548914714,<1 km
Centro,f,40.40948,-3.69958,1,0,1,0,4.75,1,0,41.0,Low-Cost,0.8666031962770611,<1 km
Centro,f,40.42728905621294,-3.704444373967323,1,0,0,1,4.78,2,0,82.0,Low-Cost,1.1779470398094767,1-2 km
Centro,f,40.4217,-3.71225,1,0,1,0,0.0,1,0,157.0,Luxury,0.9351967298747267,<1 km
Centro,t,40.4271891187635,-3.7033859383183336,0,0,0,0,4.77,1,0,55.0,Low-Cost,1.1631189255137133,1-2 km
Centro,f,40.41112,-3.70176,1,0,0,1,0.0,2,0,129.0,Economic,0.6378578943510458,<1 km
Centro,f,40.41547798502952,-3.7008335307660674,1,1,1,1,4.79,2,1,483.0,Luxury,0.25365612484048955,<1 km
Centro,f,40.416127130767585,-3.703135430193944,1,0,0,1,0.0,2,0,33.0,Low-Cost,0.0691081583876329,<1 km
Centro,f,40.42682,-3.70893,1,1,0,1,4.72,2,0,92.0,Economic,1.2178006192097117,1-2 km
Centro,f,40.4066,-3.69935,1,0,0,1,3.5,2,0,112.0,Economic,1.1758385210066666,1-2 km
Centro,f,40.40734,-3.70022,1,0,1,1,4.53,2,1,123.0,Economic,1.0768874694484059,1-2 km
Centro,f,40.4251021537976,-3.7025933187815694,1,0,0,1,4.0,2,1,73.0,Low-Cost,0.9331896314157926,<1 km
Centro,f,40.41829,-3.70106,1,0,1,1,3.5,2,0,144.0,Luxury,0.2595222256373704,<1 km
Centro,f,40.42678257319257,-3.705198791279331,1,1,0,0,4.56,1,0,44.0,Low-Cost,1.1289376704485476,1-2 km
Centro,f,40.41282,-3.6969,1,1,0,1,4.7,2,1,221.0,Luxury,0.6972062177957853,<1 km
Centro,t,40.41164,-3.70111,1,0,0,0,4.97,2,0,121.0,Economic,0.5965077451584719,<1 km
Tetuán,f,40.45107,-3.70881,1,1,0,1,4.62,2,1,290.0,Luxury,3.846517619036497,3-5 km
Chamberí,f,40.430552800707495,-3.702288302006301,1,0,1,1,4.67,2,0,137.0,Economic,1.539707485251743,1-2 km
Centro,t,40.42353,-3.70161,1,0,0,0,4.8,2,0,69.0,Low-Cost,0.7702708002733506,<1 km
Centro,t,40.42705018388985,-3.703051582352811,1,0,0,0,4.54,2,0,140.0,Economic,1.1479211577078903,1-2 km
Salamanca,f,40.42785,-3.675,0,1,1,1,4.79,1,0,42.0,Low-Cost,2.698895514246983,2-3 km
Centro,f,40.40902,-3.69268,1,1,1,0,4.69,2,1,206.0,Luxury,1.2446533088032499,1-2 km
Centro,t,40.42071,-3.69905,1,1,1,0,4.88,2,1,559.0,Luxury,0.5725268716796368,<1 km
Centro,f,40.42482830491437,-3.7107157006034495,1,0,1,1,4.72,2,1,300.0,Luxury,1.0959169042906307,1-2 km
Centro,t,40.41188780510836,-3.70254511841595,1,1,1,1,4.75,2,1,189.0,Luxury,0.5424958656762351,<1 km
Centro,t,40.40904,-3.7003,1,1,1,1,4.86,2,1,219.0,Luxury,0.8928525010713404,<1 km
Centro,t,40.41042,-3.69397,1,0,1,0,4.8,2,0,71.0,Low-Cost,1.0589182828817798,1-2 km
Centro,f,40.4157268,-3.7014434,1,0,0,1,4.53,2,1,124.0,Economic,0.19537743854269826,<1 km
Centro,f,40.408076905555546,-3.7103842952928825,1,0,0,1,4.75,2,0,87.0,Economic,1.131974020606062,1-2 km
Centro,f,40.41177,-3.69634,1,1,0,0,4.41,2,0,80.0,Low-Cost,0.8094244093386022,<1 km
Centro,t,40.40758,-3.70863,1,0,0,0,4.78,2,0,77.0,Low-Cost,1.1115799841547322,1-2 km
Centro,t,40.4119,-3.69557,1,1,0,0,4.79,2,0,149.0,Luxury,0.8490811301036759,<1 km
Centro,t,40.41106,-3.69922,1,0,0,0,4.83,2,1,165.0,Luxury,0.7203926598960455,<1 km
Centro,f,40.429,-3.70507,1,0,1,1,4.7,1,0,35.0,Low-Cost,1.372318267378197,1-2 km
Centro,f,40.41170162147834,-3.6947811130522545,1,0,0,0,5.0,1,0,44.0,Low-Cost,0.9151143530894514,<1 km
Centro,t,40.424666995071085,-3.698900315767341,1,1,0,1,4.89,2,0,93.0,Economic,0.9593144144984241,<1 km
Centro,t,40.42366,-3.70102,1,0,1,0,4.73,2,1,90.0,Economic,0.7953016226536647,<1 km
Centro,f,40.41180794497953,-3.693254317295373,1,0,0,1,4.6,2,0,65.0,Low-Cost,1.014084425160034,1-2 km
Centro,t,40.42355120000001,-3.7001403,1,0,0,0,5.0,2,0,94.0,Economic,0.80547374397947,<1 km
Centro,f,40.42312005460445,-3.699953496775652,1,1,1,1,4.3,1,0,71.0,Low-Cost,0.7662670633716786,<1 km
Centro,f,40.41538,-3.70624,1,0,0,1,4.22,2,0,106.0,Economic,0.28778092817835904,<1 km
Centro,t,40.41165,-3.69357,1,1,0,1,4.75,2,1,160.0,Luxury,1.0014866584197604,1-2 km
Centro,t,40.41191,-3.69718,1,1,1,1,4.95,2,1,213.0,Luxury,0.7476769660251509,<1 km
Centro,f,40.41607,-3.70312,1,0,0,1,4.76,2,0,53.0,Low-Cost,0.07558654394934808,<1 km
Centro,f,40.41014249531687,-3.694260503717324,1,0,1,1,4.6,1,0,64.0,Low-Cost,1.0616707546749886,1-2 km
Centro,t,40.40929184600522,-3.698045526742644,1,0,0,1,4.86,2,1,96.0,Economic,0.9406026886157105,<1 km
Centro,t,40.42661,-3.706735,1,0,0,0,4.74,2,1,166.0,Luxury,1.135703650368232,1-2 km
Centro,f,40.42074,-3.69994,1,0,1,1,0.0,1,0,43.0,Low-Cost,0.530768712910994,<1 km
Centro,t,40.42451,-3.70268,1,0,1,1,4.56,2,0,136.0,Economic,0.8670043477866947,<1 km
Centro,f,40.4117019158866,-3.704932279738112,1,0,0,0,5.0,1,0,25.0,Low-Cost,0.5750310521123743,<1 km
Centro,f,40.4091,-3.71384,1,0,0,0,2.67,2,0,54.0,Low-Cost,1.2288308969413049,1-2 km
Centro,f,40.42646408081055,-3.704591035842895,1,0,1,0,4.73,2,1,248.0,Luxury,1.087667862593647,1-2 km
Centro,t,40.41353,-3.69662,1,0,0,1,4.85,2,0,163.0,Luxury,0.6708955675322275,<1 km
Centro,f,40.425189952359275,-3.7032027869786406,1,1,0,1,3.0,2,0,234.0,Luxury,0.9408856362868403,<1 km
Centro,f,40.4235409,-3.7035543,1,0,0,0,4.36,2,0,89.0,Economic,0.7576679687687041,<1 km
Centro,t,40.411968,-3.695372,1,1,1,1,4.84,1,0,114.0,Economic,0.8574423150750694,<1 km
Arganzuela,t,40.40472,-3.70031,1,0,1,1,0.0,2,0,170.0,Luxury,1.3597427782237086,1-2 km
Salamanca,t,40.42737,-3.67944,1,1,1,0,4.84,2,1,376.0,Luxury,2.343692669849786,2-3 km
Tetuán,f,40.4632035,-3.6935552,1,0,0,1,5.0,2,0,95.0,Economic,5.233640241354901,5-10 km
Centro,f,40.42553,-3.69596,1,0,0,1,4.72,2,1,239.0,Luxury,1.16099077730342,1-2 km
Centro,t,40.41626,-3.70716,1,0,1,1,4.8,2,1,376.0,Luxury,0.32765671907774135,<1 km
Centro,t,40.42084099746307,-3.708377238626385,1,1,1,0,4.96,2,0,144.0,Luxury,0.6252817254695044,<1 km
Salamanca,f,40.42673,-3.67141,1,0,0,0,4.29,1,0,40.0,Low-Cost,2.922682339750868,2-3 km
Salamanca,f,40.43727,-3.67535,1,1,1,1,4.89,2,1,125.0,Economic,3.2908522823084683,3-5 km
Arganzuela,f,40.40464,-3.70336,1,0,1,1,4.66,2,0,100.0,Economic,1.3442366440467208,1-2 km
Centro,f,40.41174,-3.69527,1,0,1,0,4.73,0,0,50.0,Low-Cost,0.8800104911475034,<1 km
Centro,t,40.4129266,-3.7059896,1,0,0,0,4.94,2,0,98.0,Economic,0.47866707782996387,<1 km
Arganzuela,f,40.3996232,-3.6990251,1,0,0,1,0.0,2,0,352.0,Luxury,1.9368302190545026,1-2 km
Centro,t,40.4091374,-3.7113643,0,0,0,1,5.0,2,1,178.0,Luxury,1.0836193375726464,1-2 km
Centro,f,40.40728446846179,-3.697544247349138,1,0,0,0,4.94,2,0,55.0,Low-Cost,1.159129891806583,1-2 km
Centro,f,40.42429948710694,-3.702508564745336,1,0,0,1,3.0,2,0,50.0,Low-Cost,0.8447300189826118,<1 km
Arganzuela,f,40.4004,-3.69213,1,1,1,0,4.29,2,1,133.0,Economic,2.0487719121097383,2-3 km
Centro,f,40.41933,-3.6978,1,1,1,1,4.63,1,0,66.0,Low-Cost,0.550931867779106,<1 km
Centro,t,40.41284,-3.69448,1,1,0,0,4.76,2,0,153.0,Luxury,0.8657448609865763,<1 km
Centro,f,40.42657,-3.70555,1,0,0,1,4.75,2,0,98.0,Economic,1.1101604205097073,1-2 km
Salamanca,f,40.42703,-3.67996,1,1,1,0,4.95,2,1,635.0,Luxury,2.2866368395622976,2-3 km
Centro,t,40.40678,-3.69915,1,1,0,0,4.93,2,0,208.0,Luxury,1.1617378739679751,1-2 km
Arganzuela,f,40.4056,-3.69462,1,0,0,0,4.9,1,0,40.0,Low-Cost,1.4409406360004604,1-2 km
Arganzuela,f,40.40535612826286,-3.6945512714263713,1,0,0,1,0.0,1,0,89.0,Economic,1.4672378158151373,1-2 km
Tetuán,t,40.45546,-3.69918,1,1,1,1,4.97,1,0,79.0,Low-Cost,4.321051155983344,3-5 km
Centro,t,40.41004,-3.70817,1,0,1,1,4.86,2,0,80.0,Low-Cost,0.8488210069357057,<1 km
Centro,t,40.42403,-3.71033,1,0,0,0,0.0,2,1,450.0,Luxury,1.004647873335597,1-2 km
Salamanca,f,40.42193,-3.67923,1,1,1,1,4.85,2,1,589.0,Luxury,2.1213000403491664,2-3 km
Latina,f,40.40527205436643,-3.7234394171856633,1,0,0,0,4.58,2,0,70.0,Low-Cost,2.1258206103059507,2-3 km
Centro,f,40.422653,-3.6961137,0,0,1,0,2.0,1,0,95.0,Economic,0.898905177808784,<1 km
Centro,f,40.41155,-3.70107,1,0,0,1,4.88,1,0,85.0,Economic,0.6070726741814892,<1 km
Centro,t,40.4143,-3.70912,1,1,1,1,4.86,2,1,266.0,Luxury,0.5589986902378005,<1 km
Centro,t,40.421859619482795,-3.7103834114282734,1,1,0,1,4.69,2,0,149.0,Luxury,0.8252849426525338,<1 km
Centro,f,40.4207855,-3.6983416,1,1,1,0,4.33,1,0,43.0,Low-Cost,0.6184133751312824,<1 km
Centro,f,40.41901,-3.70545,1,0,1,1,4.69,2,1,486.0,Luxury,0.31027151403400294,<1 km
Centro,f,40.4137,-3.69939,0,1,0,1,0.0,1,0,215.0,Luxury,0.4745652424277214,<1 km
Centro,f,40.40902990879874,-3.708353321749815,1,0,1,1,5.0,2,0,160.0,Luxury,0.9555786718073143,<1 km
Centro,f,40.41829254856941,-3.70590743683504,1,0,0,1,0.0,1,0,38.0,Low-Cost,0.2783981060921592,<1 km
Centro,t,40.42168,-3.71213,1,1,1,1,4.95,2,0,193.0,Luxury,0.925697685951427,<1 km
Centro,t,40.42631912231445,-3.707103967666626,1,0,1,0,4.62,2,1,322.0,Luxury,1.1129819894325137,1-2 km
Centro,f,40.42361,-3.70045,0,0,1,1,4.68,2,0,163.0,Luxury,0.8032679545646578,<1 km
Centro,f,40.41394,-3.70933,1,0,1,0,4.72,2,1,184.0,Luxury,0.5944958822549221,<1 km
Centro,t,40.41142,-3.71047,1,0,1,1,4.78,2,1,157.0,Luxury,0.844377418631759,<1 km
Centro,f,40.410927812121784,-3.712824842452912,1,0,0,0,4.58,2,1,164.0,Luxury,1.0300761959804516,1-2 km
Centro,f,40.41913113562223,-3.705017848891019,1,0,0,1,3.2,2,1,264.0,Luxury,0.3025639672512485,<1 km
Centro,f,40.41795,-3.7081,1,1,1,0,4.46,2,0,91.0,Economic,0.42530646207423084,<1 km
Centro,f,40.41097,-3.69479,0,0,1,0,4.65,1,0,36.0,Low-Cost,0.9663973536538283,<1 km
Centro,t,40.4110884,-3.6957256,1,0,1,0,4.8,2,1,139.0,Economic,0.8993605760446594,<1 km
Centro,t,40.42313,-3.71038,1,1,0,1,5.0,2,1,211.0,Luxury,0.928372611994085,<1 km
Centro,t,40.41205,-3.70954,1,1,0,1,4.82,2,0,113.0,Economic,0.7391210999141696,<1 km
Centro,f,40.422291,-3.711508,0,0,0,0,5.0,1,0,278.0,Luxury,0.927757138729357,<1 km
Centro,f,40.4204,-3.70288,1,0,1,1,4.65,1,0,66.0,Low-Cost,0.41004184333203053,<1 km
Centro,f,40.40947,-3.70845,1,1,0,0,4.7,2,1,157.0,Luxury,0.9158343819440969,<1 km
Chamberí,t,40.43161,-3.71315,1,1,1,0,4.83,2,1,100.0,Economic,1.8514094706020303,1-2 km
Centro,f,40.4131212,-3.704287599999999,0,0,0,1,0.0,1,0,297.0,Luxury,0.4091284970783652,<1 km
Centro,f,40.4236758701903,-3.7100451148193447,0,0,0,1,5.0,1,0,128.0,Economic,0.9586294217632033,<1 km
Centro,f,40.42737,-3.70506,1,0,0,0,0.0,1,1,46.0,Low-Cost,1.1921602544677996,1-2 km
Centro,t,40.41332,-3.70605,1,1,1,1,4.87,2,0,136.0,Economic,0.44313185921317305,<1 km
Moncloa - Aravaca,t,40.42391,-3.71431,1,0,1,1,4.77,2,0,188.0,Luxury,1.2248004777996415,1-2 km
Centro,t,40.4116067,-3.6996369,1,0,0,1,5.0,2,0,151.0,Luxury,0.6501149368171955,<1 km
Centro,t,40.40985,-3.69886,1,1,1,0,4.57,2,1,165.0,Luxury,0.8537460115533396,<1 km
Moncloa - Aravaca,f,40.4266075,-3.7158418,1,0,0,1,5.0,2,1,150.0,Luxury,1.5253687411525563,1-2 km
Centro,f,40.417601608366866,-3.707293476422622,1,0,0,0,0.0,1,0,50.0,Low-Cost,0.34855422214077814,<1 km
Centro,f,40.41124,-3.71291,1,1,0,0,4.71,2,1,124.0,Economic,1.0144485146261446,1-2 km
Centro,t,40.41532,-3.70907,1,0,1,0,4.93,2,0,133.0,Economic,0.509850153215836,<1 km
Centro,f,40.41246880000001,-3.7086922,1,1,0,1,5.0,2,1,178.0,Luxury,0.6555910738243366,<1 km
Centro,f,40.41979656658017,-3.7083066460508314,1,0,1,1,4.62,2,1,187.0,Luxury,0.541482620868978,<1 km
Centro,f,40.41826,-3.70687,1,0,1,0,0.0,1,0,50.0,Low-Cost,0.3440019451827228,<1 km
Centro,f,40.41451,-3.69613,1,0,1,1,4.59,2,1,148.0,Luxury,0.6583012259594323,<1 km
Centro,f,40.41026,-3.70517,1,0,1,0,4.71,2,1,157.0,Luxury,0.7358337837680058,<1 km
Centro,t,40.4078819756106,-3.699697784812793,1,0,1,1,0.0,2,1,400.0,Luxury,1.0309163544169242,1-2 km
Centro,f,40.42664,-3.70923,1,0,1,1,4.74,2,0,81.0,Low-Cost,1.2096308503542903,1-2 km
Centro,t,40.41293,-3.69957,1,0,1,0,4.92,1,0,55.0,Low-Cost,0.5293980641798159,<1 km
Moncloa - Aravaca,f,40.42351868283767,-3.711052142516235,1,0,1,1,3.5,2,1,196.0,Luxury,0.9981645949800033,<1 km
Moncloa - Aravaca,t,40.426601091128035,-3.715165366269217,1,0,1,1,4.95,2,0,276.0,Luxury,1.4856831076908699,1-2 km
Centro,f,40.41688,-3.70822,1,0,1,0,0.0,1,0,41.0,Low-Cost,0.4135569561731348,<1 km
Centro,t,40.41399,-3.70776,1,1,0,1,4.92,2,0,72.0,Low-Cost,0.482540211114004,<1 km
Centro,f,40.4185,-3.70016,1,0,0,1,4.5,2,0,95.0,Economic,0.3334787075783322,<1 km
Centro,t,40.41335,-3.69587,1,1,1,0,4.86,1,0,45.0,Low-Cost,0.7355334600417499,<1 km
Centro,f,40.41976,-3.70146,1,0,1,1,4.29,2,0,138.0,Economic,0.3726840783877648,<1 km
Centro,t,40.4155665,-3.7030389,1,0,1,1,4.94,2,0,108.0,Economic,0.13173716100406888,<1 km
Centro,f,40.41561,-3.69913,1,1,1,0,4.65,2,1,328.0,Luxury,0.3774288673400811,<1 km
Centro,f,40.4067175891542,-3.698695794118664,1,0,1,1,3.5,2,1,144.0,Luxury,1.180590321992272,1-2 km
Centro,f,40.4115166,-3.697675499999999,1,1,0,0,5.0,2,1,145.0,Luxury,0.7522157060519833,<1 km
Centro,t,40.42336654663086,-3.700917959213257,1,0,1,1,5.0,1,0,229.0,Luxury,0.7659892905622087,<1 km
Centro,t,40.41458,-3.70141,1,0,0,1,4.61,2,0,99.0,Economic,0.28943123277758775,<1 km
Centro,f,40.41654399999999,-3.7102699,1,0,0,0,4.56,2,1,289.0,Luxury,0.5871184706964525,<1 km
Centro,f,40.4160768499514,-3.7009969474094984,1,0,1,1,4.92,2,0,127.0,Economic,0.21111948020809118,<1 km
Centro,f,40.40965,-3.71257,1,0,1,1,5.0,2,0,157.0,Luxury,1.1092238969250565,1-2 km
Centro,t,40.4122,-3.70811,1,0,0,1,5.0,2,0,112.0,Economic,0.6455728058182123,<1 km
Centro,f,40.42497,-3.70947,1,0,1,1,4.88,2,1,157.0,Luxury,1.0531284239519763,1-2 km
Centro,f,40.41243817368438,-3.709310330450535,1,1,1,1,4.85,2,1,429.0,Luxury,0.6951332804329742,<1 km
Centro,f,40.41045,-3.6942,1,0,0,0,4.63,1,0,30.0,Low-Cost,1.042174054996606,1-2 km
Centro,f,40.40962,-3.70805,1,1,1,0,4.88,2,0,206.0,Luxury,0.8854060870418163,<1 km
Centro,f,40.41915,-3.70482,1,0,1,1,4.0,2,1,657.0,Luxury,0.29696711733897013,<1 km
Centro,f,40.42881,-3.7057,1,0,0,1,4.23,2,0,148.0,Luxury,1.3581318893720884,1-2 km
Centro,t,40.41204,-3.70806,1,1,0,1,4.95,2,1,125.0,Economic,0.6569618064863523,<1 km
Centro,f,40.41246,-3.71135,1,0,0,1,4.86,1,0,157.0,Luxury,0.8278352974001955,<1 km
Centro,t,40.42183,-3.70496,1,1,1,0,4.58,2,1,157.0,Luxury,0.5835689827815478,<1 km
Centro,f,40.41511,-3.71261,1,0,1,0,4.88,1,0,141.0,Economic,0.8052563959872028,<1 km
Centro,t,40.42205,-3.70034,1,1,1,1,4.9,2,1,249.0,Luxury,0.6438370863578691,<1 km
Centro,f,40.41256,-3.71632,1,0,1,0,4.57,2,1,157.0,Luxury,1.1927527008415382,1-2 km
Centro,f,40.4113116693197,-3.7057579027810257,1,1,0,0,0.0,1,0,31.0,Low-Cost,0.6362385130928364,<1 km
Centro,f,40.40986,-3.71025,1,0,1,1,4.36,2,1,231.0,Luxury,0.9621497081286331,<1 km
Centro,t,40.41409,-3.70458,1,1,1,1,4.75,2,0,134.0,Economic,0.31168450867206954,<1 km
Centro,t,40.41219,-3.705,1,1,0,0,4.62,2,0,101.0,Economic,0.5239375145788685,<1 km
Centro,t,40.41361,-3.70676,1,1,1,1,4.96,2,1,237.0,Luxury,0.4518440662902334,<1 km
Centro,f,40.42583,-3.7059,1,0,0,1,4.87,2,0,157.0,Luxury,1.0349462336237174,1-2 km
Centro,f,40.41138,-3.70868,1,0,1,1,4.39,2,1,377.0,Luxury,0.747147512522072,<1 km
Centro,f,40.42849,-3.7007,0,0,0,0,0.0,1,0,157.0,Luxury,1.32670646208045,1-2 km
Centro,f,40.41868,-3.71199,1,1,1,0,4.81,2,1,137.0,Economic,0.7638226316077807,<1 km
Centro,t,40.42252,-3.69993,1,1,0,1,4.77,2,0,109.0,Economic,0.7056402722775625,<1 km
Centro,t,40.41160351456114,-3.699679869587954,1,0,0,1,4.9,2,0,120.0,Economic,0.6486801154567241,<1 km
Centro,t,40.41023,-3.70555,1,1,0,0,4.83,2,0,77.0,Low-Cost,0.7465057750923177,<1 km
Centro,f,40.41056,-3.69863,1,0,0,0,4.6,2,0,64.0,Low-Cost,0.7934001179623407,<1 km
Chamberí,f,40.43011,-3.69857,1,0,1,1,5.0,1,0,128.0,Economic,1.5416918209502217,1-2 km
Centro,t,40.41152,-3.70991,1,0,1,0,4.65,2,1,164.0,Luxury,0.8031004750957103,<1 km
Chamberí,f,40.4317,-3.7097,1,0,1,1,4.43,2,0,80.0,Low-Cost,1.7496149872192772,1-2 km
Chamberí,f,40.42843,-3.69229,0,0,1,1,2.0,1,0,128.0,Economic,1.602385199473784,1-2 km
Centro,f,40.42716,-3.70733,1,1,1,1,4.92,2,1,157.0,Luxury,1.2080758425980265,1-2 km
Centro,f,40.42304,-3.70047,1,0,1,1,0.0,2,0,78.0,Low-Cost,0.7425913674431793,<1 km
Centro,f,40.41355,-3.71295,1,0,0,1,5.0,2,1,298.0,Luxury,0.8871364070163327,<1 km
Centro,f,40.41414,-3.70128,1,1,0,1,4.64,2,1,159.0,Luxury,0.3365450111745061,<1 km
Centro,t,40.41378781734501,-3.702250756323338,1,1,0,1,4.73,2,0,85.0,Economic,0.33977379447769557,<1 km
Centro,t,40.42032,-3.70147,1,0,1,1,4.33,2,0,203.0,Luxury,0.42950603157108175,<1 km
Centro,t,40.42162,-3.71158,1,0,0,1,4.72,2,0,91.0,Economic,0.8845804626165165,<1 km
Chamberí,f,40.44439,-3.70113,1,0,1,0,0.0,1,0,128.0,Economic,3.0814404930971575,3-5 km
Centro,t,40.40998,-3.71201,1,0,1,0,4.87,2,1,199.0,Luxury,1.0498076348688925,1-2 km
Centro,f,40.414698,-3.6966174,1,1,1,1,5.0,2,1,153.0,Luxury,0.6122226550321883,<1 km
Centro,f,40.41895952,-3.700710739,1,1,1,1,0.0,2,0,158.0,Luxury,0.3331987792752597,<1 km
Chamartín,f,40.43996,-3.6777,1,0,0,1,0.0,1,1,129.0,Economic,3.373785050322324,3-5 km
Centro,f,40.41846,-3.70664,1,1,1,1,4.41,2,0,89.0,Economic,0.3393256524043186,<1 km
Centro,f,40.4243,-3.70484,1,0,0,0,0.0,2,1,157.0,Luxury,0.851391978399867,<1 km
Arganzuela,f,40.40013,-3.70194,1,0,1,0,4.0,2,0,141.0,Economic,1.8495215535482072,1-2 km
Centro,f,40.41333,-3.69921,1,0,1,0,4.33,2,0,61.0,Low-Cost,0.5148215254093912,<1 km
Centro,f,40.42881,-3.70703,1,0,0,1,4.23,2,0,110.0,Economic,1.3792027477140003,1-2 km
Centro,f,40.40974,-3.7018,1,0,0,0,5.0,2,0,96.0,Economic,0.7879883406519461,<1 km
Centro,t,40.42201,-3.70135,1,0,0,1,4.95,2,0,177.0,Luxury,0.610883876459442,<1 km
Centro,f,40.41704,-3.70363,1,0,1,1,4.92,2,0,110.0,Economic,0.04245933022721552,<1 km
Chamberí,f,40.44105176026952,-3.699247136673758,1,0,1,1,0.0,2,1,128.0,Economic,2.7266539587621694,2-3 km
Centro,t,40.40973,-3.71008,1,0,0,0,4.9,2,0,113.0,Economic,0.965084660395533,<1 km
Chamartín,f,40.4381,-3.68784,1,0,0,1,0.0,2,0,129.0,Economic,2.714429451007639,2-3 km
Centro,t,40.42431,-3.69884,1,0,1,1,4.91,1,0,30.0,Low-Cost,0.9250120283342658,<1 km
Centro,t,40.40995193077568,-3.705696025467896,1,0,0,0,4.92,2,0,151.0,Luxury,0.7795493224463598,<1 km
Centro,f,40.41649,-3.70286,1,0,1,1,4.45,2,1,121.0,Economic,0.04848372822552419,<1 km
Centro,t,40.40792,-3.7051,1,0,0,1,4.91,2,0,113.0,Economic,0.9907978900915563,<1 km
Centro,f,40.42045,-3.70245,1,1,1,0,4.6,2,1,145.0,Luxury,0.4205451382702019,<1 km
Centro,t,40.42448,-3.70169,1,1,1,1,4.89,2,0,152.0,Luxury,0.8731033194419964,<1 km
Centro,f,40.42063,-3.70272,1,1,1,0,4.68,1,0,42.0,Low-Cost,0.4369251557605259,<1 km
Centro,f,40.424598607453376,-3.705479764837136,1,0,0,0,3.77,2,0,66.0,Low-Cost,0.8936287667251337,<1 km
Centro,f,40.41865,-3.70371,1,0,0,0,3.5,1,0,128.0,Economic,0.2159021427294728,<1 km
Chamberí,t,40.4308,-3.71046,1,0,1,1,4.82,2,1,244.0,Luxury,1.6767231787198082,1-2 km
Centro,t,40.410426645902255,-3.704683795833583,1,0,0,1,4.5,2,1,136.0,Economic,0.7099781058610495,<1 km
Arganzuela,f,40.40121,-3.70233,1,1,1,1,5.0,1,0,141.0,Economic,1.7277474363010115,1-2 km
Chamberí,f,40.42956,-3.70259,0,0,0,0,0.0,1,0,128.0,Economic,1.4281501879742597,1-2 km
Centro,f,40.4090373,-3.7144655,1,0,0,0,5.0,2,1,186.0,Luxury,1.2723480916790344,1-2 km
Centro,f,40.41259,-3.70333,0,0,0,1,5.0,1,0,420.0,Luxury,0.4602364321038467,<1 km
Centro,t,40.42311996424299,-3.710379868244833,1,0,0,1,4.86,2,1,189.0,Luxury,0.9275101993002509,<1 km
Centro,t,40.41556569999999,-3.7029841,1,0,1,1,4.92,2,0,111.0,Economic,0.1327966187991639,<1 km
Centro,f,40.42507,-3.71135,1,0,0,1,4.67,2,1,5000.0,Luxury,1.1489589907936946,1-2 km
Centro,f,40.42037,-3.70911,1,0,0,1,4.5,2,1,157.0,Luxury,0.6345016173271999,<1 km
Centro,f,40.42187,-3.71262,1,0,1,0,5.0,1,0,157.0,Luxury,0.9716398128462317,<1 km
Centro,f,40.42529,-3.70588,1,0,0,0,4.55,1,0,53.0,Low-Cost,0.975939793363069,<1 km
Chamberí,f,40.4375,-3.6995,1,0,1,0,4.0,1,0,128.0,Economic,2.332377331115345,2-3 km
Centro,f,40.420301938720335,-3.699397018009616,1,0,1,1,3.75,1,0,46.0,Low-Cost,0.5188498674813298,<1 km
Latina,f,40.41462,-3.72327,1,0,1,0,4.0,2,0,70.0,Low-Cost,1.7035663757630695,1-2 km
Centro,t,40.41856004961086,-3.699376456006325,1,0,1,1,5.0,2,0,369.0,Luxury,0.3924102559853809,<1 km
Centro,f,40.41674,-3.7041,1,1,1,1,5.0,2,1,174.0,Luxury,0.064436457357003,<1 km
Centro,f,40.40937,-3.69827,1,0,1,0,4.67,1,0,33.0,Low-Cost,0.9239926328315065,<1 km
Centro,f,40.41561549599743,-3.7003498388208422,1,0,1,1,4.5,2,0,273.0,Luxury,0.281725457926195,<1 km
Centro,f,40.40867,-3.71031,1,1,0,1,0.0,2,0,90.0,Economic,1.0730106984695955,1-2 km
Centro,f,40.41061419504171,-3.705259189009666,1,0,0,0,4.38,2,0,86.0,Economic,0.6990994481377083,<1 km
Centro,t,40.4213408,-3.706483899999999,1,0,1,1,4.69,2,0,100.0,Economic,0.5777996718718127,<1 km
Centro,f,40.41681,-3.70665,1,0,1,1,4.33,2,1,174.0,Luxury,0.28044763515481685,<1 km
Centro,t,40.42224344462142,-3.6979163528682015,1,0,1,0,4.88,1,0,74.0,Low-Cost,0.7659743790337494,<1 km
Moncloa - Aravaca,f,40.45284,-3.71547,1,0,1,0,0.0,1,0,121.0,Economic,4.144545100813435,3-5 km
Centro,f,40.4148,-3.71119,0,0,0,0,4.82,1,0,30.0,Low-Cost,0.698413855909523,<1 km
Centro,t,40.41434860229492,-3.706385374069214,1,0,0,1,4.87,2,0,200.0,Luxury,0.36956025560288563,<1 km
Centro,f,40.425,-3.70298,1,1,0,1,4.8,2,1,273.0,Luxury,0.9201952126707955,<1 km
