neighbourhood_group_cleansed;id;listing_url;name;host_id;host_name;calculated_host_listings_count;host_is_superhost;latitude;longitude;price;kitchen;patio or balcony;elevator;air conditioning;long_term;short_term;possible_long_term;number_of_reviews;review_scores_rating;room_type_encoded;bedrooms_encoded
Centro;37548343;https://www.airbnb.com/rooms/37548343;Bright apartment next to Puerta de Alcalá. Chueca;2105590;Reyes;36;t;40.42283;-3.69868;339.0;1;1;0;1;0;0;1;41;4.73;2;1
Centro;963744007669900013;https://www.airbnb.com/rooms/963744007669900013;Apartamento 2 dormitorios Chueca;257973238;Christian;2;t;40.422185805811566;-3.700118239389756;148.0;1;0;0;1;0;0;1;53;4.83;2;1
Centro;7689476;https://www.airbnb.com/rooms/7689476;"Habitación con baño compartido; Malasaña; Gran Via";14629836;Edu;20;f;40.422332763671875;-3.70681095123291;25.0;0;1;0;0;0;0;1;672;4.48;1;0
Centro;967897449094430543;https://www.airbnb.com/rooms/967897449094430543;Magerit Ii apartment in Madrid;377605855;MIT House;289;f;40.40915622067552;-3.7010212749853095;235.0;1;1;0;1;0;0;1;7;4.0;2;0
Centro;1059997198374958805;https://www.airbnb.com/rooms/1059997198374958805;Apartamentos Hortaleza;551514190;Apartamentos;19;f;40.4217557430963;-3.699038652101894;173.0;1;0;1;1;0;0;1;1;5.0;2;0
Centro;8755195;https://www.airbnb.com/rooms/8755195;VERÓNICA Precioso Lavapiés.;723539;Eloísa;13;f;40.40721;-3.6996;136.0;1;1;1;1;0;0;1;136;4.63;2;1
Centro;22342207;https://www.airbnb.com/rooms/22342207;ZURI -Madrid Centro WiFi;162651402;Izabella;2;f;40.41095;-3.69812;115.0;1;1;0;1;0;0;1;184;4.89;2;0
Centro;1151455316711252062;https://www.airbnb.com/rooms/1151455316711252062;Emblematic flat in Madrid Central;291253690;Fran Y Marta Isabel;289;t;40.41674;-3.70935;119.0;1;0;0;1;0;0;1;5;5.0;2;0
Hortaleza;7169803;https://www.airbnb.com/rooms/7169803;"Nice; confy close 2 airport & IFEMA";6964389;Alberto;1;f;40.46681;-3.63165;143.0;1;0;1;1;0;0;1;5;4.2;2;1
Arganzuela;995476348287093775;https://www.airbnb.com/rooms/995476348287093775;OASIS en Madrid con Chill Out;540469113;Raul;1;f;40.39836;-3.69658;120.0;1;1;0;1;0;0;1;9;4.78;2;0
Centro;1169510453723540027;https://www.airbnb.com/rooms/1169510453723540027;Pequeño y acogedor apt Madrid;1771095;Hans;15;f;40.42287887970427;-3.705796994274624;100.0;1;0;0;0;0;0;1;0;0.0;2;0
Centro;7847068;https://www.airbnb.com/rooms/7847068;"Letras Luxury; 5 peop; 80 sq.m; 2 BR 2 BathR";4190343;Ramon;26;f;40.41282;-3.69973;142.0;1;1;1;1;1;0;1;324;4.65;2;1
Chamberí;16907849;https://www.airbnb.com/rooms/16907849;"INCREDIBLE FLAT; GREAT LOCATION BY PLAZA ESPAÑA !";12261126;RentAmigos;2;f;40.43032;-3.71262;177.0;1;0;1;1;0;0;1;0;0.0;2;1
Centro;948282741823876887;https://www.airbnb.com/rooms/948282741823876887;Nice first floor apartment in Lavapies;460391145;Marta Y Fran;125;t;40.4110836320046;-3.698838322919307;114.0;1;0;0;1;0;0;1;8;4.75;2;0
Centro;40390512;https://www.airbnb.com/rooms/40390512;***CENTRAL*** STUDIO HEART of MADRID. WHITE.;148208639;Mezzanine;1;t;40.41478;-3.70015;109.0;1;0;1;0;0;0;1;132;4.84;2;0
Chamberí;884516903883988936;https://www.airbnb.com/rooms/884516903883988936;Anayet - 4 bedrooms apartment in Malasaña;346367515;Ukio;290;f;40.42954131194744;-3.702737064301094;200.0;1;0;1;1;0;0;1;0;0.0;2;1
Centro;557623371960122670;https://www.airbnb.com/rooms/557623371960122670;"Best Location! Wifi. 2 Bedroom; lovely apartment";172518550;Carol + Iván;4;f;40.41736;-3.70217;131.0;1;0;0;1;0;0;1;224;4.64;2;1
Arganzuela;975059532230586193;https://www.airbnb.com/rooms/975059532230586193;Habitación en el centro de Madrid!;8974042;Lucia;1;t;40.4016824;-3.7069266;33.0;1;0;1;0;0;0;1;16;5.0;1;0
Centro;7434672;https://www.airbnb.com/rooms/7434672;Alejandro;38944850;Alejandro;2;t;40.41735;-3.70166;68.0;1;0;1;0;0;1;0;576;4.93;1;0
Centro;1320674;https://www.airbnb.com/rooms/1320674;City center! Opera-Sol-Plaza Mayor;7170175;Andres;2;t;40.417042;-3.709589;101.0;1;0;1;0;0;0;1;546;4.9;2;0
Centro;923126226823121806;https://www.airbnb.com/rooms/923126226823121806;Premium Apartment Centro XIV Renovated 2BR 2BH;217067249;Jorge;89;f;40.41682340022348;-3.7056817600122103;260.0;1;1;1;1;0;0;1;24;4.75;2;1
Centro;36274041;https://www.airbnb.com/rooms/36274041;Habitación Privada en Gran Vía Centro;272816267;Carlos;1;f;40.42173;-3.7099;157.0;1;0;1;1;0;0;1;1;5.0;1;0
Centro;1132577720882741015;https://www.airbnb.com/rooms/1132577720882741015;Cascorro & La Latina: TOP;276347372;Carolyn;3;f;40.41026917215621;-3.7046086378162246;172.0;1;0;0;1;0;0;1;4;4.5;2;1
Centro;17324637;https://www.airbnb.com/rooms/17324637;Bonito apartamento en La Latina;116645943;María Y Javier;2;t;40.4123;-3.70704;135.0;1;1;1;1;0;0;1;206;4.78;2;0
Centro;18391125;https://www.airbnb.com/rooms/18391125;ÁTICO CON VISTAS y AC en el CENTRO 1' de PZA.MAYOR;14533108;Javier;4;f;40.41406;-3.70904;157.0;1;0;1;1;0;0;1;122;4.74;2;0
Centro;51953728;https://www.airbnb.com/rooms/51953728;Cozy and Vintage-2Bedrooms 1.5Bathrooms-Malasaña;420786847;Andrea Luca;1;f;40.42342;-3.70699;124.0;1;0;0;0;0;0;1;114;4.59;2;1
Centro;2188662;https://www.airbnb.com/rooms/2188662;PLAZA MAYOR DELUXE;2662680;Mario Y Noelia;6;t;40.41584;-3.70683;156.0;1;1;1;1;0;0;1;394;4.89;2;1
Centro;19206616;https://www.airbnb.com/rooms/19206616;Stable Loft D;134388380;Naza;2;f;40.40763;-3.69893;104.0;1;0;0;0;0;0;1;138;4.62;2;1
Centro;1357593;https://www.airbnb.com/rooms/1357593;"SEXY AND CENTRAL; BALCONY Chueca";852616;Meyling;2;f;40.42055;-3.70332;85.0;1;1;0;0;0;0;1;367;4.51;2;0
Centro;45973538;https://www.airbnb.com/rooms/45973538;Apartamento en el Madrid Histórico  4pax;361930;Maria;3;t;40.41149;-3.69697;130.0;1;1;0;1;0;0;1;110;4.7;2;1
Centro;37199401;https://www.airbnb.com/rooms/37199401;La latina. Centro inmejorable. Preciosas vistas.;279996830;Toni;1;f;40.411;-3.71157;157.0;1;0;1;1;0;0;1;0;0.0;2;0
Centro;949211312799857701;https://www.airbnb.com/rooms/949211312799857701;Studio Apartment/Madrid Centro;529449634;Salomé;2;f;40.408895108024545;-3.6986849026236017;61.0;1;0;0;0;0;0;1;32;3.69;2;0
Centro;897785664534119723;https://www.airbnb.com/rooms/897785664534119723;Apartamento Centro de Madrid;516179981;Maribel Y Carlo;1;t;40.41064640295384;-3.6976198469116497;120.0;1;0;0;0;0;0;1;4;5.0;2;1
Centro;764531682066173097;https://www.airbnb.com/rooms/764531682066173097;Beautiful flat in Malasaña;291253690;Fran Y Marta Isabel;289;t;40.42476;-3.69956;131.0;1;1;0;1;0;0;1;50;4.92;2;0
Centro;22080021;https://www.airbnb.com/rooms/22080021;La Latina-1BD-2BTH- 360º Terrace- Brigth;161294341;Gloria;2;f;40.40711949659909;-3.706156230005063;169.0;1;1;1;1;0;0;1;169;4.77;2;0
Centro;927418615132562227;https://www.airbnb.com/rooms/927418615132562227;Sol & Tirso Rooms;267696005;Aaron;7;f;40.41094352500758;-3.704220553277847;54.0;1;0;1;1;0;0;1;47;4.62;1;0
Centro;673843584474294168;https://www.airbnb.com/rooms/673843584474294168;Private bedroom in Centro;470202331;Inma;1;f;40.4094;-3.70201;57.0;1;1;1;0;0;0;1;94;4.93;1;0
Centro;50053483;https://www.airbnb.com/rooms/50053483;Balcony Window in the center of Madrid;77736183;Johan;25;f;40.40953;-3.70463;31.0;1;0;1;0;0;1;0;24;4.58;1;0
Centro;954080729507849986;https://www.airbnb.com/rooms/954080729507849986;Habitación Deluxe Doble/Cama Grande - Cama 160x190;457391751;Alojamiento Boutique;11;f;40.422117809260826;-3.6970432490981686;158.0;0;0;0;1;0;0;1;1;5.0;1;0
Centro;854319217572108292;https://www.airbnb.com/rooms/854319217572108292;"Puerta del Sol Prime; by Presidence Rentals";77420214;Presidence Rentals;24;f;40.41585785432957;-3.7036114248723297;100.0;1;0;0;0;0;0;1;12;4.5;2;0
Centro;985349949170626795;https://www.airbnb.com/rooms/985349949170626795;Cozy in Downtown - 2Bedrooms 1Bathroom - Malasaña;507438930;Jose Manauel;1;f;40.42439316655599;-3.704081234279157;149.0;1;0;0;0;0;0;1;16;3.88;2;1
Latina;7174517;https://www.airbnb.com/rooms/7174517;Habitación junto a la casa de campo;37579426;Oscar;1;f;40.41408;-3.7294;70.0;1;0;0;0;0;0;1;3;4.67;1;0
Centro;633118014749919582;https://www.airbnb.com/rooms/633118014749919582;¡HABITACIÓN DOBLE EN EL CENTRO DE CHUECA!;436487998;Room For Rent;13;f;40.42161;-3.69765;36.0;1;0;1;1;0;0;1;95;4.54;1;0
Centro;989095512319485837;https://www.airbnb.com/rooms/989095512319485837;"2 Camas en hab. compartida-baño privado; 6 literas";493916828;Boga;31;f;40.4218907;-3.703881299999999;38.0;1;0;1;1;0;0;1;5;4.0;0;0
Arganzuela;821117318659100805;https://www.airbnb.com/rooms/821117318659100805;MyHouseSpain - Modern flat in Embajadores;45621438;My House;36;f;40.40256941675291;-3.7043928643735744;178.0;1;0;0;0;0;0;1;18;4.5;2;1
Centro;23431443;https://www.airbnb.com/rooms/23431443;La Latina. El Rastro. A/C Private room & bathroom;13637219;Tomas;1;t;40.41037;-3.70724;73.0;0;0;1;1;0;0;1;141;4.92;1;0
Centro;815848025754942713;https://www.airbnb.com/rooms/815848025754942713;Habitación independiente.;498682234;Gisela;1;f;40.40966707971158;-3.699069991707802;99.0;1;1;0;0;0;1;0;0;0.0;1;0
Centro;1071816055880633834;https://www.airbnb.com/rooms/1071816055880633834;Apartamento Céntrico Madrid;401044972;Juan;1;f;40.41406;-3.69916;240.0;1;0;0;1;0;0;1;1;5.0;2;1
Centro;782822744964458209;https://www.airbnb.com/rooms/782822744964458209;Have a Great Stay!;77736183;Johan;25;f;40.40774;-3.70394;103.0;1;0;0;1;0;1;0;40;4.8;2;1
Centro;929606926391373411;https://www.airbnb.com/rooms/929606926391373411;Bright Studio- Atic- Cortes;524025496;Santiago;1;t;40.41853716227325;-3.6988453955229303;106.0;1;0;1;1;0;0;1;5;5.0;2;0
Arganzuela;1067366160928628925;https://www.airbnb.com/rooms/1067366160928628925;Design and amazing apartment 1ii;107335103;Jose Alejandro;102;f;40.4044291;-3.7025434;89.0;1;0;1;1;0;0;1;5;4.8;2;1
Retiro;7598513;https://www.airbnb.com/rooms/7598513;Comfortable apartment near Atocha.;18109796;Yudelki;1;f;40.40837;-3.68318;122.0;1;0;1;1;0;0;1;7;4.29;2;1
Centro;38662267;https://www.airbnb.com/rooms/38662267;"HEART OF MADRID; Modern apartmnt PLAZA MAYOR 2 ppl";295355285;Nayibe;2;f;40.41636;-3.70608;104.0;1;0;1;1;0;0;1;324;4.68;2;0
Centro;741295930101134488;https://www.airbnb.com/rooms/741295930101134488;"Lovely; centrical and quiet. Malasaña area.";67024778;Paola;6;t;40.425952;-3.7077168;169.0;1;1;0;1;0;0;1;10;4.9;2;1
Centro;881216551414039487;https://www.airbnb.com/rooms/881216551414039487;San Bernardo VI - Darya Living;511060541;Pablo;11;t;40.42897;-3.70516;286.0;1;1;1;1;0;0;1;2;5.0;2;1
Centro;594175020136438492;https://www.airbnb.com/rooms/594175020136438492;Wonderful flat in the centre of Madrid. 6P-4BATH;291253690;Fran Y Marta Isabel;289;t;40.42457;-3.70229;359.0;1;0;1;1;0;0;1;51;4.98;2;1
Centro;1178261852185531037;https://www.airbnb.com/rooms/1178261852185531037;2 hab centro Metro Embajadores;555872514;Guadalupe;3;f;40.40533;-3.70216;90.0;0;0;0;0;0;0;1;0;0.0;2;1
Moncloa - Aravaca;37204248;https://www.airbnb.com/rooms/37204248;Double bedroom in Madrid;57548030;Carlos;3;f;40.4263;-3.71894;121.0;1;0;1;0;0;0;1;11;4.91;1;0
Centro;884587645371742782;https://www.airbnb.com/rooms/884587645371742782;The Queen's House V by BNBHolder;513086378;Emilio;6;f;40.420618686582614;-3.698497656010867;161.0;0;0;1;1;0;0;1;39;4.59;1;0
Centro;1136131647830456359;https://www.airbnb.com/rooms/1136131647830456359;Atocha & Centro: Precioso Limpio;572611162;Roberta Y Patricia;1;f;40.41252;-3.70225;137.0;1;0;0;1;0;0;1;8;4.88;2;0
Retiro;39719731;https://www.airbnb.com/rooms/39719731;Apartamento original en Atocha;260446405;Javier Y Ana;4;f;40.40396;-3.67898;122.0;1;0;1;1;0;0;1;7;4.86;2;1
Tetuán;37201702;https://www.airbnb.com/rooms/37201702;Bright and cozy apartment in Madrid Center;8510023;Lina;1;f;40.44979;-3.70409;146.0;1;1;0;0;0;0;1;15;4.93;2;1
Centro;1031047923985510937;https://www.airbnb.com/rooms/1031047923985510937;New Studio Gran Vía;385079416;José Antonio;2;f;40.42430690124969;-3.708216695939925;79.0;1;0;0;1;0;0;1;19;4.37;2;0
Arganzuela;1143564015506507056;https://www.airbnb.com/rooms/1143564015506507056;Apartamento calidades d lujo completament equipado;71818704;María MG;2;f;40.4041021;-3.6928751;249.0;1;0;0;1;0;0;1;0;0.0;2;0
Centro;762266349255584133;https://www.airbnb.com/rooms/762266349255584133;"La Latina; el Rastro;Double room";15208964;Pedro;5;f;40.40973;-3.70754;54.0;1;0;0;0;0;0;1;63;4.94;1;0
Centro;601084763411242663;https://www.airbnb.com/rooms/601084763411242663;Elegant and bright in Malasaña neighborhood.;140446987;Enrique;5;t;40.42481;-3.70291;157.0;1;0;0;1;0;0;1;68;4.87;2;0
Retiro;8574490;https://www.airbnb.com/rooms/8574490;City Center+ private bath+ 24h direct airport bus;20111903;Sergio;2;f;40.42046;-3.67426;122.0;1;1;1;1;0;0;1;108;4.94;1;0
Centro;861371947458329526;https://www.airbnb.com/rooms/861371947458329526;Acogedor Duplex en pleno Centro;328173918;Thomas;15;f;40.40854133726138;-3.6985425050466993;61.0;1;1;0;1;1;0;1;2;5.0;2;0
Arganzuela;658664805859277954;https://www.airbnb.com/rooms/658664805859277954;Precioso apartamento en Atocha;185016186;Susana;1;f;40.40263849999999;-3.6910006;135.0;1;0;0;1;0;0;1;6;4.83;2;1
Centro;3746770;https://www.airbnb.com/rooms/3746770;Apartamento Centro Madrid;13053383;Ana;1;f;40.40906;-3.7132;55.0;1;0;1;1;0;0;1;105;4.61;2;0
Centro;795626592754456391;https://www.airbnb.com/rooms/795626592754456391;Flat in Embajadores FOU;460391145;Marta Y Fran;125;t;40.4070844;-3.6997092;126.0;1;0;0;1;0;0;1;20;4.65;2;1
Centro;53505252;https://www.airbnb.com/rooms/53505252;Lovely LOFT in the heart of the art quartier;12171203;Isidro;1;t;40.40847;-3.69892;186.0;1;0;0;0;0;0;1;52;4.98;2;0
Centro;1008475453323219980;https://www.airbnb.com/rooms/1008475453323219980;Chic Bohemian apartment;105015604;Pedro;3;f;40.41264;-3.69757;100.0;1;0;0;1;0;0;1;54;4.8;2;1
Centro;1165803455861091546;https://www.airbnb.com/rooms/1165803455861091546;Homeclub | Apartment with Coworking and Rooftop;438136382;Home Club;156;f;40.41129;-3.70092;105.0;1;0;1;1;0;0;1;0;0.0;2;1
Centro;757149211588970610;https://www.airbnb.com/rooms/757149211588970610;"Cozy; in the heart of Madrid";393445364;Moises;1;t;40.41622;-3.70086;66.0;1;0;1;1;0;1;0;74;4.97;1;0
Centro;1065858915546370941;https://www.airbnb.com/rooms/1065858915546370941;Apartamento La Latina 2 hab;105708985;Rafael;25;f;40.4096402;-3.7102386;136.0;1;0;0;0;1;0;1;14;4.79;2;1
Centro;691849130284036955;https://www.airbnb.com/rooms/691849130284036955;limehome Madrid Madera | Studio M;418270816;Limehome;50;f;40.423615;-3.704367;232.0;1;0;0;1;0;0;1;1;1.0;2;0
Centro;884560661206235318;https://www.airbnb.com/rooms/884560661206235318;Luminoso piso en Chueca Pza Zerolo;508473966;Pisos Madrid;21;f;40.4212014;-3.6998397;88.0;1;1;1;0;0;1;0;24;4.58;2;0
Centro;1172909853912420320;https://www.airbnb.com/rooms/1172909853912420320;Estudio en Plaza España;394687867;Jorge;66;f;40.421439;-3.7102343;100.0;1;0;0;1;0;0;1;0;0.0;2;0
Centro;1093525286128719086;https://www.airbnb.com/rooms/1093525286128719086;Cálida habitación céntrica.;562536639;Nayeli;1;f;40.410637778302366;-3.70993236855013;43.0;1;0;0;0;0;0;1;32;4.72;1;0
Centro;52331430;https://www.airbnb.com/rooms/52331430;MINI MINI HAB DOBLE BAÑO COMPARTIDO;380390897;Modular;7;f;40.4121;-3.706;96.0;1;0;0;1;0;0;1;5;4.2;1;0
Centro;1087003277995284351;https://www.airbnb.com/rooms/1087003277995284351;Centric Creative Rooms;561041528;Aaron;5;f;40.40975857275188;-3.7046508732773464;68.0;0;0;1;0;0;0;1;4;4.5;1;0
Centro;37223838;https://www.airbnb.com/rooms/37223838;Double bed room in Madrid center (La Latina);15177929;Andres;2;f;40.41181;-3.71194;157.0;1;0;1;0;0;0;1;5;4.4;1;0
Centro;15514855;https://www.airbnb.com/rooms/15514855;Apartamento en el corazón de Gran vía;44904502;Silvia Dolores;4;f;40.42054;-3.70158;55.0;1;0;0;1;0;1;0;243;4.54;2;0
Chamberí;1047873473313497078;https://www.airbnb.com/rooms/1047873473313497078;Habitación Privada Alonso;551237332;Daniel;4;f;40.42810619916921;-3.695811617507511;84.0;0;0;0;1;0;0;1;18;4.5;1;1
Centro;888364516570712827;https://www.airbnb.com/rooms/888364516570712827;Encantador en Centro de Madrid;265789580;Susana;1;f;40.4195460325616;-3.7009653076529503;175.0;1;0;1;0;0;0;1;0;0.0;2;0
Centro;588274792504771539;https://www.airbnb.com/rooms/588274792504771539;Artes Exclusive X apartment in Madrid;377605855;MIT House;289;f;40.41016;-3.70975;320.0;1;0;1;1;0;0;1;26;4.42;2;1
Centro;28977356;https://www.airbnb.com/rooms/28977356;Apartment close to  Sol in Madrid;2711109;Stopinflat.;24;f;40.41484;-3.70059;111.0;1;1;1;0;0;0;1;52;4.54;2;0
Centro;26986993;https://www.airbnb.com/rooms/26986993;Habitación privada en piso céntrico y tranquilo;39247269;Ernesto;1;f;40.40933;-3.69456;157.0;0;0;0;1;0;0;1;3;4.0;1;0
Centro;24909875;https://www.airbnb.com/rooms/24909875;Apartamento en Gran Vía-Centro Madrid;77410339;Oscar;2;f;40.41904;-3.70137;73.0;1;0;0;0;0;1;0;207;4.69;2;0
Centro;22227273;https://www.airbnb.com/rooms/22227273;Loft Plaza Mayor 2;162416506;Pablo;2;f;40.41405668932168;-3.707616963686561;226.0;1;1;0;0;0;0;1;304;4.58;2;0
Centro;1166647970084203579;https://www.airbnb.com/rooms/1166647970084203579;Habitación con balcón Madrid Centro - Sol [VIC5];574146644;Juan;15;f;40.41701;-3.70091;28.0;1;0;0;0;0;0;1;0;0.0;1;0
Centro;925250;https://www.airbnb.com/rooms/925250;Chic & Sunny Apt. Historic District-Sol;4975799;Kristian;14;f;40.41538;-3.70351;71.0;1;1;1;1;0;0;1;644;4.69;1;0
Centro;1146228;https://www.airbnb.com/rooms/1146228;Apartamento en corrala;6284655;Beatriz;1;f;40.4085;-3.69743;70.0;1;0;1;1;0;1;0;42;4.57;2;0
Centro;1716687;https://www.airbnb.com/rooms/1716687;Casa Palace-Private room.;901218;Myrko;49;f;40.41919;-3.70915;150.0;1;0;0;0;0;0;1;191;4.57;1;0
Centro;18117468;https://www.airbnb.com/rooms/18117468;Mini luxury flat in the heart of Madrid;40730378;Jeanne;1;t;40.42196;-3.70332;100.0;1;0;1;1;0;0;1;53;4.92;2;0
Centro;1162758032610402502;https://www.airbnb.com/rooms/1162758032610402502;Temporary Apartment Mira al Sol;389605038;Winahost;8;f;40.40746;-3.70584;80.0;1;0;0;0;0;0;1;0;0.0;2;0
Centro;847227501040985183;https://www.airbnb.com/rooms/847227501040985183;Authentic apartment in Madrid;291253690;Fran Y Marta Isabel;289;t;40.42596614137678;-3.7087728121282657;144.0;1;0;0;1;0;0;1;35;4.74;2;0
Centro;610654299141599867;https://www.airbnb.com/rooms/610654299141599867;Kobenni - 1 bedroom apartment in Justicia;346367515;Ukio;290;f;40.42547250949924;-3.7019491873516857;145.0;1;1;0;0;0;0;1;2;5.0;2;0
Centro;52764070;https://www.airbnb.com/rooms/52764070;Modern flat in the Barrio de las Letras´s heart;425129566;Javier;1;t;40.41063880152288;-3.6949960447134687;166.0;1;0;0;0;0;0;1;138;4.8;2;0
Centro;49376657;https://www.airbnb.com/rooms/49376657;Gatsby apartment in the downtown;329629714;Alvaro;26;t;40.40868;-3.70925;78.0;1;0;1;0;0;0;1;206;4.7;2;0
Centro;44266069;https://www.airbnb.com/rooms/44266069;"vip  LETRAS; by MONARO*****";356248492;Monaro;26;t;40.41175;-3.69409;636.0;1;1;1;1;0;0;1;127;4.8;2;1
Centro;40811695;https://www.airbnb.com/rooms/40811695;Canaan boutique apartments 5E;294229909;Canaan Xibanya 1;8;f;40.42096;-3.70999;272.0;1;0;1;1;0;0;1;54;4.61;2;1
Centro;999007585468361275;https://www.airbnb.com/rooms/999007585468361275;Habitación muy céntrica;508648509;Momo;2;t;40.4104110211918;-3.709241559036847;41.0;0;1;0;0;0;0;1;46;4.89;1;0
Centro;24594682;https://www.airbnb.com/rooms/24594682;Fee4Me. Amazing apartment in the heart of Lavapies;133292956;David;1;t;40.40784;-3.69943;111.0;1;0;0;0;0;0;1;9;4.78;2;0
Arganzuela;1143524009552985556;https://www.airbnb.com/rooms/1143524009552985556;Habitación luminosa. Zona centro;554028208;Daniel;1;f;40.4026601;-3.7036581;44.0;1;0;0;0;0;0;1;4;5.0;1;0
Centro;797705827219200106;https://www.airbnb.com/rooms/797705827219200106;Artsy 130 m Apartment at Letras;12529976;Gustavo;1;f;40.413246;-3.6953184;423.0;1;0;0;1;0;0;1;4;5.0;2;1
Centro;31894940;https://www.airbnb.com/rooms/31894940;Designer Studio with Home Cinema Plaza Santa Ana;92184438;Tato;5;f;40.41634;-3.70076;84.0;1;0;0;1;0;0;1;424;4.72;2;0
Centro;1069333511762541719;https://www.airbnb.com/rooms/1069333511762541719;Modern Madrid Studio @CityCenter;166066096;Larissa;1;f;40.41321;-3.70098;116.0;1;0;0;1;0;0;1;4;5.0;2;0
Centro;26547432;https://www.airbnb.com/rooms/26547432;Recently renovated apartment in Barrio las Letras;7214108;J&S;1;t;40.41411;-3.69597;121.0;1;0;1;0;0;0;1;51;4.96;2;0
Centro;43664119;https://www.airbnb.com/rooms/43664119;Stylish loft in the downtown with wiews and wifi;329629714;Alvaro;26;t;40.40954;-3.70738;77.0;1;0;1;1;0;0;1;274;4.89;2;0
Centro;1022286619194173146;https://www.airbnb.com/rooms/1022286619194173146;Apartamento Independiente centro-Madrid;408132653;Vip Stay;4;f;40.4117752;-3.7034691;98.0;1;0;0;1;0;0;1;38;4.53;2;1
Centro;49107204;https://www.airbnb.com/rooms/49107204;Echegaray Iv apartment in Madrid;377605855;MIT House;289;f;40.41424;-3.69869;272.0;1;1;1;1;0;0;1;49;4.24;2;1
Centro;26489005;https://www.airbnb.com/rooms/26489005;Golden apartment in Gran Vía;2564339;Alfonso & Guillermo;15;f;40.42274;-3.71026;138.0;1;1;1;0;0;0;1;97;4.74;2;0
Centro;44704372;https://www.airbnb.com/rooms/44704372;Moderno y muy luminoso en el centro de Madrid;9885245;My Mad Madrid;69;f;40.409;-3.70264;82.0;1;0;0;1;0;0;1;178;4.3;2;0
Centro;52565330;https://www.airbnb.com/rooms/52565330;Lovely Cozy Apartment close to Gran Via;394687867;Jorge;66;f;40.42243;-3.71054;127.0;1;0;1;1;0;0;1;36;4.22;2;0
Centro;16543166;https://www.airbnb.com/rooms/16543166;CENTER LOCATION - Modern&Spacious APT -Peaceful-;106491123;Antonio;8;f;40.41345977783203;-3.7047600746154785;110.0;1;0;1;1;0;1;0;257;4.84;2;0
Centro;1117228809189104043;https://www.airbnb.com/rooms/1117228809189104043;Punta me rooms in Madrid Downtown;567015970;Javier;11;f;40.42254728471981;-3.703095910204508;84.0;0;0;0;1;0;0;1;2;4.0;1;0
Centro;30012130;https://www.airbnb.com/rooms/30012130;Room deluxe 6 with bathroom;225570970;Royal;27;t;40.41723;-3.71031;59.0;1;0;0;1;0;0;1;90;4.79;1;0
Centro;3306584;https://www.airbnb.com/rooms/3306584;City Center with Terrace. Gran Vía.;16698769;Miguel Angel;2;t;40.41995;-3.7005;120.0;1;1;1;1;0;0;1;520;4.93;2;0
Centro;25063330;https://www.airbnb.com/rooms/25063330;Comfortable apartment in Atocha;59187172;Sergio;7;f;40.41054;-3.6955;139.0;1;0;1;1;0;0;1;289;4.62;2;0
